# 33191	６０２／アームズ遭遇２	
* Nagata-kun	長田君２	Male
* Rocky Bank	ロッキー２	Male
* El Mofus	エール２	Player's choice
* Arms Arc	アームズ２	Female

211185	Nagata-kun	「よっしゃー！　倒したー！」	「Alright! We beat it!」

211186	Nagata-kun	「へへっ、やっぱり俺ら最強じゃね？」	「Hehe, we're the strongest after all, right?」

211187	Rocky Bank	「すごかっただすー、＜エール＞様。	「That was amazing, ＜エール＞-sama.
211188	+	　ドラゴンスレイヤーだすよ」	　You're a dragon slayer!」

211189	El Mofus	「…………。」	「............」
211190	Nagata-kun	「言うねぇ〜、＜エール＞ちゃん！」	「Nice one, ＜エール＞-chan!」

211191	Nagata-kun	「ひゅ〜っ、謙遜しちゃう？	「Whew, being modest?
211192	+	　謙遜しちゃう系？」	　The modest type?」

211193	Nagata-kun	「…………食うの？」	「............Eat it?」

211194	Nagata-kun	「って、あれ？」	「Wait, huh?」

211195	-	そのとき、＜エール＞達に向けてらしき	At that moment, applause
211196	+	拍手の音が響いた。	sounded as if directed at ＜エール＞ and the others.

211197	-	音の方に目を向けると、	When you looked toward the sound,
211198	+	岩に腰掛けて見物している先程の女性がいた。	the woman from earlier was sitting on a rock watching.

211199	Arms Arc	「危なければ入ろうと思っていたが……	「I was going to step in if it got dangerous...
211200	+	　いらぬ心配だったようだな」	　But it seems that was unnecessary.」

211201	Rocky Bank	「あ、すみませんだ……	「Ah, sorry...
211202	+	　アームズさんの獲物だっただすのに……」	　It was your prey, Arms-san...」

211203	Arms Arc	「いや、むしろ謝るのはこちらだ。	「No, if anything I should apologize.
211204	+	　悪かったな」	　Sorry about that.」

211205	-	謝りはすれどその立ち振る舞いは堂々と。	Though she apologized, her posture was full of confidence.
211206	+	全身から自信がみなぎっている女性だった。	Confidence radiated from her entire body.

211207	Arms Arc	「しかし……」	「However...

211208	Arms Arc	「ロッキー、いつの間に保育士になったんだ？	「Rocky, when did you become a babysitter?
211209	+	　ピッタリだとは思うが」	　It suits you though.」

211210	-	アームズは不思議そうにあなたの顔を見つめていた。	Arms stared at your face curiously.

211211	-	…………	............

211212	-	……	...

211213	Rocky Bank	「ごはん出来ただすよー」	「Dinner is ready~」

211214	-	あなた達はアームズも含めて、	Including Arms, you all
211215	+	食事休憩をしていた。	were taking a meal break.

211216	Nagata-kun	「しかし、まさかロッキーさんと、	「But I never expected Rocky-san
211217	+	　あのアームズ・アークが知り合いだったとは」	　to know the famous Arms Ark.」
211218	+	「あれ？　もしかして知んない？」	「Huh? You don't know her?」

211219	Nagata-kun	「ハニーの俺ですら知ってるくらいの	「Even a Hanny like me knows about her,
211220	+	　超有名人だよ」	　she's super famous.」

211221	Nagata-kun	「世界一の魔物ハンター、トレジャーハンター、	「The world's best monster hunter, treasure hunter,
211222	+	　レアアイテムハンターとして」	　and rare item hunter.」

211223	Nagata-kun	「世界中を冒険しまくって、	「She adventures all over the world,
211224	+	　ありとあらゆるレアアイテムをゲットして、	　collecting every rare item imaginable,
211225	+	　レアな魔物を討伐しつづけてるとか……」	　and keeps defeating rare monsters...」

211226	Nagata-kun	「なんと、魔人ワルルポートまで倒してるんだぜ」	「She even defeated the Fiend Walrport.」
211227	+	「へへー、世間知らずだなー。	「Hehe, you're so clueless.
211228	+	　やっぱ＜エール＞ちゃんには	　＜エール＞-chan really needs
211229	+	　俺がいないと駄目だなー」	　me around.」

211230	Nagata-kun	「なんで見栄はった！？	「Why are you showing off!?
211231	+	　いいよ、別にそんな見栄はらなくて！」	　It's fine, you don't have to!」

211232	Nagata-kun	「しかし、こんなすごい人と知り合いなんて、	「But knowing someone this amazing,
211233	+	　ロッキーさん、もしかしてすごい系の人？」	　Rocky-san, are you actually a big shot too?」

211234	Rocky Bank	「おらはちっともすごくないだすよ。	「I'm not amazing at all.
211235	+	　すごい方々と冒険する機会があっただけだす」	　I just had the chance to adventure with amazing people.」

211236	Arms Arc	「あの男がまだ人間だった頃の話だな……	「That's from when that man was still human...
211237	+	　ああ、今となっては懐かしい」	　Ah, it feels nostalgic now.」

211238	Rocky Bank	「もう十年以上も前のことだすからなぁ」	「It's from over ten years ago after all.」

211239	Arms Arc	「それで？	「So?
211240	+	　君達はいったいどういう一行なんだ？」	　What kind of party are you guys?」

211241	Nagata-kun	「よくぞ聞いてくれました！」	「Glad you asked!」

211242	Nagata-kun	「世界一の魔物ハンターにも	「We have someone here who can rival
211243	+	　負けないくらいの大物がこっちにもいるぜ！」	　even the world's best monster hunter!」

211244	Arms Arc	「うん？」	「Hmm?」

211245	Nagata-kun	「なんとここにいる＜エール＞は、	「The ＜エール＞ right here is
211246	+	　あの魔王ランスと法王クルックー、	　the child born between the Demon King Rance
211247	+	　二人の間に産まれた子供なのだー！　ばばーん！」	　and the Pope Crook! Bam!」

211248	Arms Arc	「あの二人の？　こほっ、こほっ」	「Those two? Cough, cough.」

211249	-	アームズの瞼が驚きでかすかに開かれた。	Arms's eyelids opened slightly in surprise.

