# 30661	３００／テオマン妨害３／死亡	
* Sill Plain	シィル	Female
* Wenlina	ウェンリーナー	Female
* Crook Mofus	クルックー	Female

22664	Sill Plain	泣き	「ランス様！　ランス様！！	「Rance-sama! Rance-sama!!
22665	+		　い、いたいのいたいのとんでけー！　とんでけー！」	P-Pain, pain, go away! Go away!」

22666	Wenlina	基本	「おにいちゃん、おにいちゃん……！　ええい！」	「Onii-chan, Onii-chan...! Eeeei!」

22667	-		小さなウェンリーナーが、	The small Wenlina,
22668	+		シィルと一緒になって必死に手をかざし、	along with Sill, desperately held out her hands,
22669	+		幾度も光を放つが……ランスは動かない。	emitting light again and again... but Rance did not move.

22670	Wenlina		「あ……ちっちゃいから、力が…………	「Ah... because I'm small, my power is...
22671	+		　えい！　ええい！　復活して、おにいちゃん！」	Ei! Eeeei! Come back to life, Onii-chan!」

22672	Crook Mofus		「……………………あ、ぁ……」	「................ah, aah...」

22673	-		くらりと足下がふらつき、クルックーの腰が落ちた。	With her feet staggering, Crook sank to the ground.

22674	Sill Plain	泣き	「ランス様、ランス様っ！	「Rance-sama, Rance-sama!
22675	+		　目を覚まして下さい、ランス、さまっ……！」	Please open your eyes, Rance-sama...!」

22676	-		その場にいる誰もが、絶望の貌でランスを見つめる。	Everyone present stared at Rance with despairing faces.
22677	+		打てる手を持つ者は、いなかった。	There was no one left with any moves to make.

22678	-		それは人類の時代の、終わりを意味していた。	It meant the end of the era of humanity.

22679	-		…………	............

22680	-		……	......
