# 32648	２１１／５／ヨシフ登場	
* Joseph	大将軍ヨシフ	Male
* Monster Captain	汎用魔物隊長	Male

166036	Joseph	基本	「はっはっはっ、素晴らしいな、	「Hah hah hah, magnificent,
166037	+		　鬼の軍団は！」	　the Oni legion!」

166038	-		魔物大将軍ヨシフが、	The Great Monster General Joseph
166039	+		前線で常の如く上機嫌に笑っていた。	was laughing cheerfully as usual on the front lines.

166040	Monster Captain		「鬼の部隊、順調に攻め上げています。	「The Oni units are advancing smoothly.
166041	+		　鬼単体の強さと合わさり、	　Combined with each Oni's individual strength,
166042	+		　突撃に迷いも恐怖もありません」	　they charge without hesitation or fear.」

166043	Monster Captain		「まさに侵掠すること火の如く。	「Truly like fire sweeping across the land.
166044	+		　すさまじい勢いです」	　Their momentum is incredible.」

166045	Joseph		「はははは！	「Hahahaha!
166046	+		　ならば望み通りどんどん突撃させろ！	　Then let them charge as much as they want!
166047	+		　人海戦術でリーザス軍を飲み込んでやれ！」	　Swallow the Leazas army with human wave tactics!」

166048	Monster Captain		「はっ！」	「Yes!」

166049	Joseph		「くくく、レキシントンは鬼を引き寄せるか、	「Kukuku, Lexington draws in the Oni,
166050	+		　使えるな……」	　quite useful...」
