# 31126	２４０／１／リターンデーモン／かなみ	
* Rance	ランス	Male
* Kentou Kanami	かなみ	Female
* Return Demon	リターンデーモン	Male
* Miracle Tor	ミラクル	Female

53681	Rance	「いいぞ。好きにしろ」	「Go ahead. Do what you want.」

53682	Kentou Kanami	「え……っ……え、え……？	「Eh... E-eh...?
53683	+	　ラン、スっ……！？」	　R-Rance...!?」

53684	Return Demon	「うっひょっほーい！　お楽しみターイム！	「Uhyohhoi! Fun time!
53685	+	　チャンネルそのままやでー！」	　Keeping the same channel!」

53686	Kentou Kanami	「あ、あ、そんな、っ……！」	「A-ah, no...!」

53687	Kentou Kanami~	（すて、られた、っ……？	（I was abandoned...?
53688	+	　わた、し、捨てられたの、っ……？	　I was thrown away...?
53689	+	　ランスに、っ……！）	　By Rance...!）

53690	Kentou Kanami~	（ううん、最初っから……私なんて、遊び相手で……	（No, from the beginning... I was just a plaything...
53691	+	　あの時、ここでされた時と、	　Just like that time here,
53692	+	　全然変わってなくて、っ……！）	　nothing has changed...!）

53693	-	俯いたかなみの目の奥で、涙が滲む。	Tears welled up in Kanami's downcast eyes.

53694	Return Demon	「ほなさっそくイベントCGへ……」	「Then straight to the event CG...」

53695	-	そのかなみの腕をほくほく顔で悪魔が引こうとした、	Just as the demon happily tried to pull Kanami's arm,
53696	+	その瞬間。	at that moment.

53697	Rance	「なーーーーんて、嘘だばーーーか！！」	「Just kidding, you idiooooot!!」

53698	Return Demon	「うぅわぉぉっ！？　何すんねーーーん！」	「Uwaaah!? What are you doing!!」

53699	-	いきなり斬りかかったランスに対し、	Against Rance who suddenly attacked,
53700	+	デーモンは慌てて腕でそれを打ち払った。	the demon frantically blocked with his arm.

53701	Rance	「ちっ、止めやがったか」	「Tch, you blocked it.」

53702	Kentou Kanami	「え、え、ランス……え？」	「Eh, ehh, Rance... Eh?」

53703	Rance	「俺のものをくれてやるつもりなんぞ、	「As if I'd ever give away what's mine,
53704	+	　ハナっからないわ！」	　not a chance!」

53705	Kentou Kanami~	（あ、あ……よ、かった……	（A-ah... Thank goodness...
53706	+	　私、ランスのもの、なんだ……まだ……	　I'm still Rance's...
53707	+	　ぐすっ……）	　Sniff...）

53708	Rance	「かなみ、何ボケッとしてる！	「Kanami, stop spacing out!
53709	+	　力ずくでいくぞ」	　We're forcing our way through.」

53710	Kentou Kanami	「う、うん！」	「Y-yes!」

53711	Return Demon	「あっぶなー。あぁそーーぉ？	「Close call. Oh, so that's how it is?
53712	+	　ほな、すっ飛んでもらうで」	　Then I'll send you flying.」

53713	Rance	「ちっ、それがあったか……」	「Tch, so you can do that...」

53714	Return Demon	「ほい、リターン……」	「Here, Return...」

53715	Miracle Tor	「ふっ……魔法ブレイク！」	「Hmph... Magic Break!」

53716	Return Demon	「おっ……お、おおぉぉ？	「Oh... O-oooooh?
53717	+	　なんや、リターンが……」	　My Return is...」

53718	Miracle Tor	「ふっ、ふっははははははは！	「Heh, heh hahahahahaha!
53719	+	　異次元とゲートを繋ぐことができるなら、	　If you can connect to another dimension,
53720	+	　その接続を切ることもまた可能」	　then severing that connection is also possible.」

53721	Miracle Tor	「……ぶっつけ本番だったが、	「...It was improvised,
53722	+	　やはり余に不可能はないな」	　but as expected, nothing is impossible for me.」

53723	Rance	「よーし、でかしたミラクル！	「Nice job, Miracle!
53724	+	　がはははははは、くたばれ！」	　Gahahahahaha, die!」

53725	Return Demon	「おっ、ちょ、ちょい待ちぃやーーーー！！」	「W-wait, hold on a second-----!!」
