# 35178	t２４０／６／メアリー	

262078	?		＞戦闘結果　勝利	> Battle result: Victory Lei falls, now unable even to flee,
262079	+		レイが倒れる、今度は逃げる余力もなく瀕死	near death. Mary Ann (10 years old) rescues the troubled
262080	+		ピンチのレイをメアリー・アン(１０歳)が助ける	Lei. As Chaos is about to deliver the finishing blow, Mary
262081	+		カオスで止めをさされるという所で、メアリーが飛び出し身を盾にしてレイを守る。	jumps out and shields Lei with her body. Even when told
262082	+		どけと言ってもどかない	to move aside, she won't budge. Supreme Leader, I heard
262083	+		総統、女好きと聞く、わ・・私を抱くがよい、まだ未経験だぞ、　いやブスいらない	you like women. W-well, take me-I'm still inexperienced.
262084	+		すぐに美人になる、保証する、４年後私を抱く権利をやろう　いや、ブスのままだろからいらない	No, never mind, I don't want an ugly one. She'll quickly
262085	+		ならどうしたら、こいつを助けてくれるんだ。	become beautiful, I guarantee it. I'll give you the right to
262086	+		しらけた、もういいよ	be with me in four years. No, you'll probably still be ugly,
262087	+		えっ、それは４年後私を抱く権利と引き替えにこの男の命を助けてやると	so forget it. Then what should I do for you to help this
262088	+		それはいい、いらん、だが助けてやる	one? This is awkward. Enough already. Eh? So you mean
262089	+		しかたないのでレイは捕縛、	you'll save this man's life in exchange for the right to
262090	+		　	
262091	+		牢屋で縛られたレイとメアリー	be with me in four years? That's fine. No thanks, but I'll
262092	+		何故助けた？	save him anyway. With no other choice, Lei is captured.
262093	+		お友達になってあげると言ったでしょ。	Lei and Mary are tied up in the jail cell. Why did you
262094	+		俺、お前を愛している	save me? Didn't I say I'll be your friend? I love you.
