# 30611	メアリー／キャライベントＣ	
* Mary Ann	メアリー	Female
* Lei	レイ	Male
* Sill Plain	シィル	Female
* Rance	ランス	Male
* Houjou Souun	早雲	Male

18399	Mary Ann	うわっはっは	「おっ、レイだ。おーい！」	「Oh, it's Lei. Hey!」

18400	Lei	基本	「ん…………」	「Hmm............」

18401	Lei		「おっと」	「Whoops.」

18402	Mary Ann		「あっ……！」	「Ah...!」

18403	-		すかっ、とレイの背中を狙った	Mary's hand, aimed at Lei's back,
18404	+		メアリーの手が空振った。	struck only empty air.

18405	Lei		「触ンな。なんか用か」	「Don't touch me. You want something?」

18406	Mary Ann	弱り	「うっ……街に屋台が来てたから……」	「Ugh... I saw some stalls in town...」

18407	Lei	基本	「ふーん。ま、なら適当に買ってくる」	「Hmm. Fine. I'll go buy something then.」

18408	Mary Ann	弱り	「あ…………」	「Ah............」

18409	-		素っ気なく、レイは去っていった。	Lei walked away with a cold indifference.

18410	Mary Ann	強い	「………………ムゥーーーーー……！」	「..................Muuuuuu......!」

18411	Sill Plain	きょとん	「わっ……あ、今のメアリーちゃんでしょうか？」	「Whoa... ah, was that Mary-chan just now?」

18412	Rance	真剣	「廊下を走りやがって、躾のなってないガキだな」	「Running in the hallway... she's such a poorly behaved brat.」

18413	Sill Plain	考え中	「なにか……怒ってたような……？」	「She seemed... angry about something...?」

18414	Rance	だる顔	「ま……ほっとけ」	「Well... just leave her alone.」

18415	-		それから、しばらくして。	Some time later.

18416	Houjou Souun	基本	「……これで全部かな。	「...I believe that's all of them.
18417	+		　よく頑張ったね」	You did a good job.」

18418	Mary Ann	うわっはっは	「さんきゅー！　早雲さん！」	「Thanks, Souun-san!」

18419	Rance	真剣	「……なんだ？　ブサイクチビ……	「...What's this? You ugly runt...
18420	+		　早雲、なんかしたのか」	Souun, did you do something?」

18421	Houjou Souun	基本	「ランスか。ああ……少しな。	「Oh, Rance. Yeah... just a bit.
18422	+		　彼女の心にほだされたかな……」	I suppose I was moved by her heart......」

18423	Rance	驚き	「え。お前、蘭ちゃんからあんなブサイクに……」	「What? You went from Ran-chan to that ugly runt...」

18424	Houjou Souun	目閉じ	「そういう事ではない」	「That's not what I meant.」

18425	Mary Ann	基本	「うんせ、うんせ……」	「Heave-ho, heave-ho...」

18426	Sill Plain		「そう、そこをくぐらせて……上手い上手い」	「Yes, pass it through there... that's it, you're doing great.」

18427	Rance		「ぅおーいシィル……って、ガキ。	「Hey, Sill... wait, you brat.
18428	+		　何してんだ」	What are you doing?」

18429	Sill Plain		「あ、ランス様。	「Ah, Master Rance.
18430	+		　メアリーちゃんに、編み物を教えてくれと……」	Mary-chan asked me to teach her how to knit......」

18431	Rance	だる顔	「編み物ぉ？　要らんぞそんなもの」	「Knitting? Who needs that stuff?」

18432	Mary Ann	基本	「アンタにやるとは言ってねー」	「I never said I was making anything for you.」

18433	Rance	笑顔	「じゃああのビリビリ野郎か？	「Then is it for that sparky bastard? Gah-hah-hah,
18434	+		　がははは、あいつがへんちくりんな姿になったら	　I'll have a good laugh when he ends up wearing
18435	+		　笑ってやるとするか」	　something ridiculous. I'll be sure to laugh at him."

18436	Sill Plain	恥	「ランス様、それは酷いですよぅ……	「Master Rance, that's terrible...
18437	+		　メアリーちゃんは一生懸命……」	Mary-chan is working so hard......」

18438	Mary Ann	基本	「違うぞ。レイにこんなもん、やるもんか」	「No. I'd never give anything like this to Lei.」

18439	Sill Plain	きょとん	「へ…………？」	「Eh............?」

18440	Rance	真剣	「あん？　じゃあ、なんで……」	「Huh? Then why are you...」

18441	Mary Ann	うわっはっは	「うっしゃ……これで……うん、どうだ！」	「Alright... with this... yeah, how's that!」

18442	Sill Plain	考え中	「あ、うん。できあがりだね。	「Ah, yes. You're finished.
18443	+		　おめでとう……だけど、それは……？」	Congratulations... but, what is that...?」

18444	-		出来上がりにメアリーが掲げたのは、	What Mary held up upon completion
18445	+		子供用手袋だった。	was a pair of children's gloves.

18446	Mary Ann	基本	「ぬっふっふ。シィル姉ちゃんには教えよう。	「Nufufufu. I'll tell you, Sill-nechan.
18447	+		　これは……自分で着ける！」	These... are for me!」

18448	-		メアリーは手袋をつけた手を、	Mary thrust her gloved hand
18449	+		思いきり高く突き上げた。	high into the air.

