# 33635	t８６７／アリス／Ｒ７	

251534	?		戦国ランス	Sengoku Rance Released in
251535	+		２００６年発売	2006 800*600, Windows exclusive Rance and
251536	+		　８００＊６００、Ｗｉｎ専用	Sill arrive in JAPAN. JAPAN is in the Sengoku
251537	+		 	 
251538	+		ランスとシィルはＪＡＰＡＮに来た	era with many daimyos in conflict. Despite
251539	+		ＪＡＰＡＮは幾多の大名が乱立する戦国時代	that, they are on a sightseeing trip. The owner
251540	+		そんな中だが観光旅行	of the teahouse they stop at is the head of the
251541	+		立ち寄った茶屋の主が織田家当主だった	Oda clan. For some reason he gets along with
251542	+		何故かランスとは気が合い、仲良くなる	Rance and they become close. Rance ends up
251543	+		そして病弱な彼にかわり織田家を指揮する事となった	commanding the Oda clan in place of the sickly
251544	+		ランスは織田家を率いて	lord. Leading the Oda clan, Rance sets out to
251545	+		ＪＡＰＡＮ全土の制圧に乗り出すのであった	conquer all of JAPAN. Conquering neighboring
251546	+		隣国を次々と征服していく…	countries one after another... Claiming
251547	+		各地の美しい娘はどんどんコマしていく…	beautiful girls from all over... Protecting
251548	+		美樹、健太郎を保護する…	Miki and Kentarou... After a string of victories
251549	+		連勝を重ね織田家が大国の一角になるが	the Oda clan becomes one of the major
251550	+		この勝利は、魔人ザビエルの復活に寄与する事となり	powers, but these victories contribute to the
251551	+		魔人ザビエルが復活する	revival of Fiend Xavier. Fiend Xavier revives.
251552	+		ザビエルは自分を封印していたＪＡＰＡＮを強く憎んでおり	Xavier strongly hates JAPAN for sealing him,
251553	+		禁妖怪を使いＪＡＰＡＮを消滅させようとする	and tries to destroy JAPAN using forbidden
251554	+		ＪＡＰＡＮに危機が迫る	youkai. JAPAN faces a crisis. Rance fights
251555	+		ランスは有力武将達と力を合わせて戦う	together with powerful generals. And somehow
251556	+		そしてなんとか魔人ザビエルを倒した	they defeat Fiend Xavier. JAPAN is unified
251557	+		ＪＡＰＡＮは織田家の元で統一された	under the Oda clan. It should have been
251558	+		めでたしめでたし　という所だが・・	happily ever after, but... In the final stages of
251559	+		戦いの終盤、魔王美樹が覚醒しかけてしまい	the war, Demon King Miki nearly awakens and
251560	+		そのせいでシィルが氷漬けになってしまった	because of that Sill ends up frozen in ice.

251561	?		はにほー	Haniho~
251562	+		後々、関係してくる設定ポイントをまとめるよ	I'll summarize the setting points that will matter later.
251563	+		ＪＡＰＡＮを救い、ランスは救世主となる	Saves JAPAN and becomes its savior.
251564	+		香姫、兄として慕われる	Kouhime adores him as an older brother.
251565	+		魔人を１体倒す	Defeats one Fiend.
251566	+		シィル、氷漬けのまま	Sill remains frozen.
251567	+		鈴女	Suzume
251568	+		香姫	Kouhime
