# 34198	t２１０／４２／順番待ち	

255256	?		リーザス軍とハウゼルが戦っている所に到着	Arriving at the place where the Leazas army
255257	+		まだ戦っている、乱入しますかと言われるが	and Hawzel are fighting. They are still fighting; asked
255258	+		いや、待とうと　　ＭＭＯのボス戦順番待ちみたいな雰囲気、	if I want to jump in, No, I'll wait-a mood like waiting
255259	+		　そろそろ終わりそうですね、やっぱり魔人には勝てないようですよ	in line for a boss battle in an MMO, It looks like it's
255260	+		　あたりまえだ俺とカオスでないと無理だな	about to end; after all, you can't win against a Fiend.
255261	+		　もう１部隊、近くにいますが、今の部隊が敗走したらすぐに変わって	Of course, it's impossible unless it's me and Chaos.
255262	+		　ハウゼルと戦うつもりみたいですよ	There is another unit nearby; if this one retreats, they
255263	+		　シィル、そいつらに言っておけ、次は俺様がやるから手出しするなと	will immediately take over. They intend to fight Hawzel.
255264	+		戦いは終わったリーザス軍が敗走していく、	Sill, tell them that next time it'll be me, so don't
255265	+		よし、俺の番だと向かおうとしたら・・	interfere. The battle ends; the Leazas army retreats.
255266	+		横からサイゼルが突っ込んできた	Alright, it's my turn. When I tried to approach... Seizel
255267	+		順番抜かしをされた感じ	barged in from the side. Feels like being skipped in line.

255268	?		この時、サイゼルはランスには気がついていない	At this moment, Seizel hasn't noticed Rance.
255269	+		ハウゼルの前に来たサイゼルは、いろいろ語りハウゼルを説得しようとする	Seizel, having come before Hawzel, speaks
255270	+		が・・この姉妹、意思疎通が下手でいつも喧嘩になる	various things trying to persuade him. But...
255271	+		今回も喧嘩になり戦闘が始まる	these sisters are bad at communicating and
255272	+		サイゼルｖｓハウゼル	always end up fighting. This time too, they
255273	+		炎と氷、激しい戦い・・・	start fighting and the battle begins. Seizel
255274	+		順番抜かしされた、また相手にされていない感じがむかつくランス	vs Hawzel Fire and ice, a fierce battle...
255275	+		＞選択	Having been passed over in line, Rance is
255276	+		＞　乱入する	irritated by being ignored again. > Choice
255277	+		＞　もう少し見ている	> Join the fight > Watch a little longer
