# 31973	健太郎／キャライベントＡ	
* Ogawa Kentarou	健太郎	Male
* Rance	ランス	Male
* Nikkou	日光刀	Female
* Sill Plain	シィル	Female
* Kurusu Miki	美樹	Female

114573	Ogawa Kentarou	基本	「というわけで、僕、	「So, I
114574	+		　美樹ちゃんを守れるように	　want to become stronger
114575	+		　もっと強くなりたいんです」	　so I can protect Miki-chan.」

114576	Rance		「何が、というわけなのかサッパリだが、	「I have no idea what you're on about,
114577	+		　まあいい心がけだ、強くなれ」	　but it's a good mindset. Get stronger.」

114578	Rance~	エロ顔	（ま、その美樹ちゃんは俺様がいずれ……	（Well, that Miki-chan will eventually be mine...
114579	+		　ぐふふ……）	　gufufu...）

114580	Ogawa Kentarou	基本	「はい、というわけで修行に行ってきます！」	「Yes, so I'm off to train!」

114581	Ogawa Kentarou		「というわけで翔竜山です！」	「So we're going to Shoryu Mountain!」

114582	Nikkou		「相変わらず話が急ですね」	「As sudden as ever.」

114583	Rance	怒り	「って、なんで俺もじゃー！」	「Wait, why am I coming tooー!」

114584	Ogawa Kentarou	基本	「あ、ランスさん、ドラゴンが来ましたよ！」	「Ah, Rance-san, a dragon is coming!」

114585	Rance	怒り	「うおおーーー！　負けるかーーー！」	「Uooooー! I won't loseー!」

114586	Ogawa Kentarou	基本	「うーん、なんとなくレベルアップ気分！」	「Hmm, I feel like leveling up somehow!」

114587	Ogawa Kentarou		「へーっ、ここが有名なマルグリッド迷宮かー」	「Heh~, so this is the famous Margrid Labyrinthー」

114588	Nikkou		「本当に急ですね」	「This is really sudden.」

114589	Rance	怒り	「だー、だから俺まで一緒なんじゃー！」	「That's why I'm saying why am I here tooー!」

114590	Rance	イライラ	「帰る！　俺は帰るぞー！」	「I'm going home! I'm going homeー!」

114591	Ogawa Kentarou	基本	「あっ、ランスさん、モンスターの大群が！」	「Ah, Rance-san, a huge swarm of monsters!」

114592	Rance	怒り	「がーっ、どけー！」	「Gaaah, moveー!」

114593	Ogawa Kentarou	基本	「やったー、鬼百人斬りも達成だー」	「Yay, I achieved oni hundred slash tooー」

114594	Rance		「つ、疲れた……	「T-tired...
114595	+		　お前、いつもこんなことしてるのか？」	　Do you always do this kind of thing?」

114596	Ogawa Kentarou		「はあ……	「Haa...
114597	+		　いつもってわけじゃないけど、	　Not always, but
114598	+		　修行は大体こんな感じです」	　training is usually like this.」

114599	Sill Plain	苦笑	「ああ、ランス様、大丈夫ですか……？」	「Ah, Rance-sama, are you okay...?」

114600	Kurusu Miki	基本	「はい、健太郎くん。	「Here, Kentarou-kun.
114601	+		　蜂蜜のレモン漬けだー、元気出してね」	　Honey lemon picklesー, cheer up.」

114602	Ogawa Kentarou		「うーん、元気百倍！	「Yeah, full energy!
114603	+		　ＨＰも全回復だー！」	　HP fully recovered tooー!」

114604	Kurusu Miki	能天気	「がんばれー、がんばー」	「Do your bestー, do your bestー」

114605	Rance	基本	「ぬぐぐぐぐ……	「Nugugugu...
114606	+		　シィーーーール！	　Siiiiiill!
114607	+		　俺にも元気の出るものー！」	　Give me something energizing tooー!」

114608	Sill Plain	考え中	「あ、あ、すみません、世色癌くらいしか……」	「A-ah, sorry, I only have some worldly cancer...」

114609	Rance	基本	「ガツガツ！　バクバク！」	「Gatsu gatsu! Baku baku!」

114610	Ogawa Kentarou		「さー、ランスさんガンガン行きましょうー！」	「Alright, Rance-san, let's keep pushingー!」

114611	Rance		「がー！　お前が先導すんなー！」	「Gaa! Don't lead the wayー!」

114612	Sill Plain	苦笑	「ああ、いいのかな……」	「Ah, is this okay...?」

114613	Kurusu Miki	能天気	「健太郎くん、がんばれー」	「Do your best, Kentarou-kunー」
