# 34299	t２１１／６／本物復活	

256188	?		魔軍司令部に戻ったニミッツ	Nimitz returned to the Monster Army headquarters.
256189	+		そういえばとアトランタかアペンタら村の事を聞く、まだ手を出していない	By the way, he asks about Atlanta or the Apenta village;
256190	+		近々やっておきますというのを止める、いいわ・・放置しておいて	they haven't taken any action yet. He stops her from
256191	+		よかった・・無事なんだ、きっとアマデス君も	saying they'll do it soon. "Fine... leave it alone." Thank
256192	+		次の戦いですが、	goodness... they're safe. I'm sure Amades is too. About the
256193	+		ニミッツが乗り気でない、それどころかなるべく戦いを避けたい感じ	next battle, Nimitz isn't enthusiastic; rather, he seems to
256194	+		やっぱりですね、薄々は分かっていましたが、あなたレキシントン様では無いですね。	want to avoid fighting as much as possible. I thought so.
256195	+		そうか、信じられないけどあの時の娘の魂がそのまま残っていたのか	I had a vague suspicion, but you are not Lexington-sama.
256196	+		激しく詰め寄り、言葉責めでニミッツの自我を破壊させる。	I see. I can't believe it, but the girl's soul from back then
256197	+		何をいまさら、あなたは大量に殺した、殺人者	remained as is. Pressing fiercely, she destroys Nimitz's
256198	+		とりかえの付かない事をした、もう手遅れ	ego with verbal attacks. What now? You killed so many,
256199	+		最後までやりきりなさい、逃げられないわよ	murderer. You've done irreparable things; it's already too
256200	+		もう人間じゃないのよ	late. See it through to the end. You can't run away. You're
256201	+		　姿がレキシントンからニミッツに戻る	no longer human. Appearance changes from Lexington
256202	+		　アトランタはけっしてニミッツに手を出せないが言葉責めは出来る	back to Nimitz. Atlanta can never hit Nimitz, but can
256203	+		　途中からオリジナルレキシントンの声がニミッツの頭に響く	verbally attack him. From midway, the original Lexington's
256204	+		　俺の身体を返せ	voice echoes in Nimitz's mind. Give me back my body. His
256205	+		心が壊れて・・消滅する、すると本来のレキシントンの魂が戻ってくる	mind breaks... vanishes, and then the true Lexington's soul
256206	+		おかえりなさい、レキシントン様	returns. Welcome home, Lexington-sama. Ah, that annoying
256207	+		ああ、うざい女の魂が邪魔だったが、やっと戻ってこれた。	female soul was a bother, but I've finally returned.
