# 31316	２４２／戦況	
* Eleanor Ran	エレノア	Female
* Pespo Tontone	ペスポ	Male
* Papademas Shirusven	パパデマス	Male
* Patricia Bacon	パトリシア	Female
* Cecil Carna	セシル	Female
* Shinoda Gengorou	篠田源五郎	Male
* Copandon Dott	コパンドン	Female
* Yutin Fulz	ユーティン	Hermaphrodite
* Asakura Yoshikage	朝倉義景	Male

66288	-		――自由都市地帯壊滅まで、あと何日か。	――Only a few days left until the Free Cities are destroyed.

66289	-		戦況を知る者達にそう囁かれるようになってから、	It has been quite a while since people who
66290	+		既に久しい。	knew the war situation began whispering that.

66291	-		雷光の魔人、レイ。	The lightning Fiend, Lei.

66292	-		叡智の魔人、パイアール。	The wisdom Fiend, Pi-R.

66293	-		魔人討伐隊によって、この方面の魔人二体を	Although the Fiend Extermination Squad
66294	+		撃破はしたものの、魔物大将軍ピサロ率いる、	defeated these two Fiends in this region, the
66295	+		魔軍	Monster Army led by Great Monster General
66296	?		は、強大であった。	Pizarro was still overwhelmingly powerful.

66297	-		既にMランドは本拠地ではなく最前線となっており、	M Land was no longer the rear base but the front line,
66298	+		後背のポルトガル、そしてJAPANへの道を必死に塞ぎ続けていた。	desperately blocking the path to Portugal and JAPAN behind it.

66299	Eleanor Ran	警戒	「……戻りました」	「...I've returned.」

66300	Pespo Tontone	基本	「おぉ、ご苦労さん。聞いたぜ。北部の侵攻軍、	「Oh, good work. I heard. The northern invasion force,
66301	+		　カスタム軍がどうにかしてくれたって？」	　the Custom army managed to handle it?」

66302	Eleanor Ran	つらい	「はい、なんとか……」	「Yes, somehow...」

66303	Papademas Shirusven	おべっか	「今しがた議題に上がっていたのですが、	「It just came up in discussion,
66304	+		　南……本命のポルトガル防衛で、	　but the defense of the south... the main target Portugal,
66305	+		　戦力が限界なようでしてな……」	　seems to be at its limit...」

66306	Eleanor Ran	基本	「ちょっ……ちょっと待って下さい。	「W-wait a moment please. We're
66307	+		　こちらも、疲労や兵器の整備で、限界です！	　also at our limit with fatigue and weapon
66308	+		　すぐには動けません」	　maintenance! We can't move immediately.」

66309	Papademas Shirusven		「むむ……しかし、少しくらい……」	「Hmm... but just a little...」

66310	Eleanor Ran	つらい	「すみませんが……不可能です。	「I'm sorry but... it's impossible. The Custom
66311	+		　カスタムの砲兵隊は、元々が兵士ではなく	　artillery unit consists of engineers, not
66312	+		　技術者なんです」	　soldiers, so they don't have the stamina.」

66313	Eleanor Ran	警戒	「数が少ないですし、根本的に体力が足りません。	「There are few of them, and fundamentally they lack stamina.
66314	+		　兵器も、整備なしに動かせるものではないんです」	　The weapons can't be operated without maintenance.」

66315	Patricia Bacon	怒り	「女の子ですものねえ……	「They're girls after all...
66316	+		　男の人に、もっと頑張って欲しいわ」	　I wish the men would work harder.」

66317	Pespo Tontone	基本	「男だって根こそぎ出てらぁな。	「The men have all been sent out too.
66318	+		　それでどうにかならねえってんで困ってんだ」	　And even then we're still in trouble.」

66319	Cecil Carna	悲しい	「こちらも、正面を防ぐので手一杯でな……	「We're also fully occupied defending the front...
66320	+		　どこかで、反攻作戦を打てれば……」	　If only we could launch a counterattack somewhere...」

66321	Eleanor Ran	つらい	「いえ……セシルさんには、	「No... Cecil-san is already
66322	+		　一番厳しい所を受け持って頂いてるのは……	　taking on the hardest part...
66323	+		　分かっています……」	　I know that...」

66324	Pespo Tontone	基本	「パランチョの金ぴか兄ちゃんも、	「That golden boy from Parancho hasn't
66325	+		　最前線からずーっと戻ってこねえしな……」	　come back from the front lines at all...」

66326	Shinoda Gengorou		「……………………」	「........................」

66327	-		明るい材料が無く、	With no positive news,
66328	+		会議の雰囲気も重くなっていく。	the meeting atmosphere grew heavier.

66329	Copandon Dott	ため息	「………………」	「............」

66330	-		ふいに、コパンドンが立ち上がった。	Suddenly, Copandon stood up.

66331	Pespo Tontone	基本	「おお、嬢ちゃん……どうしたい」	「Oh, miss... what is it?」

66332	Copandon Dott		「…………お昼にしましょか」	「............Shall we have lunch?」

66333	Papademas Shirusven		「は？」	「Huh?」

66334	Copandon Dott	笑い	「メシでも食わんと、身体保ちまへんわ。	「You can't keep going without eating.
