# 33760	t２３１／２／ザカリテの手紙	

252625	?		そこには魔物将軍の死体が転がっていた。	There, the corpse of a Monster General is lying. The one protected
252626	+		何十にも魔物兵に守られランスが近寄る事が出来なかった奴だ。	by dozens of monster soldiers that Rance couldn't approach. 「Who
252627	+		誰がどうやって殺したんだ。	killed him and how?」 There is a monster soldier who collapsed
252628	+		側で腰を抜かしていた魔物兵がいたのでそいつから聞き出す	nearby, so they ask him. 「I saw it. When the sky flashed, a
252629	+		俺は見たんだ、天がきらっと光ったら、頭くらいの石が落ちてきて、	stone about the size of a head fell and scored a direct hit on Lord
252630	+		まっすぐに魔物将軍様に直撃したんだ。	Monster General.」 「Can such a miracle happen? What the hell. We
252631	+		こんな奇跡あっていいのか、なんて事だ。俺達はもう少しで一番乗りで	were so close to being the first to charge into the humans' capital
252632	+		人間どもの首都に攻め込んで傍若無人出来たのにー	and do as we pleased...」 「A meteor...? It's true they sometimes
252633	+		隕石か・・確かに、たまに空から落ちてくるというが、それがこのタイミングで	fall from the sky, but at this exact timing and a direct hit... It's
252634	+		それも直撃するとは・・まさに奇跡だな。	truly a miracle.」 「Ah... This is the stone. It fell right next to
252635	+		あっ・・この石がそうですよ。魔物将軍のそばに落ちていました。	the Monster General.」 When touched... 「Hot!」 (Maria reaches
252636	+		さわってみたら・・あちっ（隕石ほしいなぁ・・とマリアが手を出す）	out, thinking 「I want a meteor...」) Then the meteor cracks
252637	+		すると隕石がパカっと割れた。中から煙と共に羊皮紙が出てきた	open. Smoke comes out along with a piece of parchment. On the
252638	+		紙には　依頼完了しましたザカリテ　みたいな感じの文面だった	paper is written something like 「Request completed. Xacalite.」
