# 34293	t２１１／６／侵入	

256097	?		\t夜	Night. Decided to return to human form to attempt
256098	+		\t人間の姿に戻って暗殺しにいく事にした。	an assassination. Rather than fight openly in Oni form,
256099	+		\t鬼の姿で堂々と戦うより、ナイフで心臓刺す方が怖くない・・うん	stabbing the heart with a knife is less scary... yeah.
256100	+		\t魔人の力で前線を突破、ランスのいる宿営地へ忍びこむ	Breaking through the front lines with Fiend power,
256101	+		\tそこで人間の姿に戻り、ランスの部屋へ行く	stealthily entering Rance's camp. There, returning to
256102	+		\t大丈夫、私は地味だから・・誰にも気にされない、空気みたいな存在	human form and going to Rance's room. It's okay, I'm
256103	+		\tうっ・・自分でいって落ち込んだ	plain... nobody pays attention to me, like air. Ugh... said
256104	+		\t実際、途中であった兵士も気がつかない。（空気女）	that myself and felt down. In fact, even soldiers she
256105	+		\tメイドさんにランスの部屋を聞く	met on the way didn't notice (air woman). She asks the
256106	+		\t何故か教えてもらう、	maid for Rance's room. For some reason, she is told.
256107	+		\tメイド？　あれ今日呼ばれているのあの子なの総統の趣味かわったのかな？	Maid? Is that the girl invited today? Has the leader's
256108	+		\t部屋をみつけ入ります	taste changed, I wonder? Finds the room and enters.
