# 30652	５０３／テオマン解禁２／シルキィ	
* Silky Littleraisin	シルキィ	Female
* Klean Bew	クリン	Female
* Arios Theoman	テオマン	Male
* Cola	コーラ	Male

21370	-	――その日。ランス城――――	一一That day. Rance Castle一一一一

21371	Silky Littleraisin	「この荷物、裏に運べばいいんだっけ？」	「I just have to carry these bags to the back, right?」

21372	-	山のような荷物を、リトルを着込んだシルキィが	Silky, wearing Little, easily lifted
21373	+	軽々と持ち上げる。	the mountain of luggage.

21374	Klean Bew	「はい、そうですー！	「Yes, that's right!
21375	+	　すごーい……ありがとうございます」	Amazing... thank you so much.」

21376	Silky Littleraisin	「これくらいはなんでもないわ。	「This is nothing.
21377	+	　引き籠もってお客さんさせられてるのも	I don't like being shut away
21378	+	　好きじゃないし」	and treated like a guest anyway.」

21379	Klean Bew	「じゃ、ご案内しますね」	「Well then, let me show you the way.」

21380	-	魔人とメイドは、連れだって歩き始めた。	The Fiend and the maid began to walk together.

21381	Klean Bew	「やー。シルキィさん、	「My. Silky,
21382	+	　お城に馴染んじゃいましたね」	you've really settled into the castle.」

21383	Silky Littleraisin	「おかげさまで。元々人間だし……というか、	「Thanks to everyone. I was human once... or rather,
21384	+	　このお城も少々特殊よね」	this castle itself is quite unusual.」

21385	Klean Bew	「あははは、それは少し、分かっ……」	「Ahahaha, I kind of get一」

21386	Silky Littleraisin	「――――――ッ」	「一一一一一一!」

21387	Klean Bew	「きゃぁっ！？」	「Kyaa?!」

21388	-	突如として、シルキィに撥ね飛ばされて、	Suddenly, Klean was knocked aside by Silky,
21389	+	クリンの身体が廊下に転がる。	her body tumbling across the hallway floor.

21390	Klean Bew	「シルキィさんっ…………！？」	「Silky...?!」

21391	Silky Littleraisin	「く…………っ、ぅ……！」	「Gh............ ugh...!」

21392	-	その眼前には、外骨格の胸部を貫かれ、	Before her eyes was Silky, covered in blood,
21393	+	血にまみれたシルキィの姿があった。	her exoskeleton chest-plate pierced through.

21394	Arios Theoman	「……堅いな」	「...Tough one.」

