# 32997	ミックス２／友情イベントＢ	
* Mix Tou	ミックス２	Female
* El Mofus	エール２	Player's choice

192430	-		あなたは新しく来た町の	You had come with Mix
192431	+		大きな図書館にミックスと共にやってきていた。	to the large library in the new town.

192432	Mix Tou	基本	「大きな図書館ねぇ……」	「A big library, huh...」

192433	-		三階建ての巨大な図書館はこの町の自慢らしい。	The three-story giant library was this town's pride.
192434	+		本棚がズラリとかなりの長さで続いていた。	Bookshelves stretched impressively long.

192435	Mix Tou		「って、なんであんたも来てるの？	「Wait, why did you come too?
192436	+		　正直、相手出来ないわよ？」	　Honestly I can't entertain you.」

192437	El Mofus		「…………。」	「............」

192438	Mix Tou		「ま、いいけどね。	「Well, whatever.
192439	+		　じゃあ、あたしは本見てくるから」	　I'll go look at books then.」

192440	-		そう言って小走りに図書館の奥へ進む	She said and trotted lightly deeper into the library.
192441	+		ミックスの足取りは軽やかである。	Her steps were bouncy.
192442	+		誰が見ても分かるほど、珍しく上機嫌だった。	She was unusually cheerful, obvious to anyone.

192443	-		――が、すぐに落胆の表情になった。	――but her face quickly fell into disappointment.

192444	Mix Tou	呆れ	「まさかこれだけ大きな図書館で、	「To think in such a huge library,
192445	+		　医療関係の本が一つもないなんてね」	　there isn't even one medical book.」

192446	Mix Tou		「正直、医学の敗北を感じるわ……」	「Honestly, it feels like a defeat for medicine...」

192447	Mix Tou		「はあ……」	「Haa...」

192448	Mix Tou		「付き合わせて悪かったわね。	「Sorry for dragging you along.
192449	+		　帰りましょうか」	　Shall we head back?」

192450	El Mofus	基本	「…………。」	「............」

192451	Mix Tou		「ええ？　医療関係の本を探すって？」	「Eh? You're going to look for medical books?」

192452	Mix Tou		「無駄よ。あたしがどれだけ探したと……	「It's pointless. No matter how much I searched...
192453	+		　大体、付き合ってもらう必要は――」	　Besides, you don't need to accompany――」

192454	-		あなたは医療関係の本を見つけた。	You found a medical book.

192455	Mix Tou	あ。	「えっ！？」	「Eh!?」

192456	Mix Tou		「……なんであんたが探したら簡単に」	「...Why did you find it so easily?」

192457	Mix Tou	基本	「って、これ……	「Wait, this...
192458	+		　かなり貴重な本よ……」	　is quite a rare book...」

192459	Mix Tou	イラッ	「もう、なんでこんな貴重な本が、	「Jeez, why is such a valuable book
192460	+		　こんな隅っこに置かれてるのよ。	　stuck in a corner like this.
192461	+		　ここの連中は見る目がないんじゃないの」	　These people have no eye for value.」

192462	Mix Tou		「あ、とにかく、ありがとう。	「Ah, anyway, thank you.
192463	+		　助かったわ」	　You really helped.」

192464	-		ミックスはブツブツと言っていたが、	Mix was muttering,
192465	+		なんとなく上機嫌に――	but seemed in a good mood――
192466	?		少なくともあなたにはそう見えた。	at least to you.
