# 35156	t２４０／５／面談後１	

261846	?		分かったというランス	Rance says he understands. So there really
261847	+		やっぱり内通者が居るのですか？誰ですか？	is a traitor? Who is it? Is it someone among
261848	+		今回、面談した者の中に居るのですか？	those we interviewed this time? That's right.
261849	+		そうだ	If so... it's either XXX, XXX, or XXX. One of
261850	+		だとしてら・・ＸＸＸかＸＸＸかＸＸＸ	these three... who is it? It's a secret; it would
261851	+		この３人のうち誰か・・誰ですか？	be bad if the other side finds out. Look
261852	+		内緒だ、向こうに悟られてはまずいからな。当日のお楽しみだ。	forward to the day. Once again, if Biyonhou
261853	+		　	 
261854	+		もう一度　ｉｆ　ビヨンホウが怪しい	is suspicious. That's right, Kanami. Kanami is
261855	+		そうだな、かなみ。	given a separate order, and she hears it. Yes,
261856	+		かなみに別命を与える、それを聞いたかなみ	I believe everyone is indeed at M-Land. Just
261857	+		ええ、確かにＭランドにみなさんいると思いますが	hurry, it has to be done tonight. Kanami says,
261858	+		いいから急げ、今夜中だ。	'Understood,' and sets off on her journey. It's
261859	+		わかったわとかなみ旅立つ	an all-nighter tonight, the Supreme Leader
261860	+		今夜は徹夜だな、世界を牛耳る総統閣下は忙しいな。にやにや	who controls the world is busy. Hehehe.
