# 33627	t８５７／アリス／その他イメージ	
* Alice	アリス	Female
* Hanny	汎用ハニー	Male

251284	Alice	「戦果、勲章、食券	「War merits, medals, meal tickets
251285	+	　それぞれ３個まで持つ事が出来る	　You can hold up to 3 of each
251286	+	　とても重要な物です」	　They are very important.」

251287	Alice	「戦果	「War merits
251288	+	　　各地域での戦闘結果に大きな影響が出ます、超重要」	　　Greatly affect battle results in each region, super important」

251289	Alice	「勲章	「Medals
251290	+	　　３つ貯まると部隊ランクが上がります、超重要」	　　3 medals raise unit rank, super important」

251291	Alice	「食券	「Meal tickets
251292	+	　　キャラのイベントを見たりパワーアップに使います、超重要」	　　Used for character events and power-ups, super important」

251293	Alice	「＜難易度＞敵の総合的な強さです。	「<Difficulty> is overall enemy strength.
251294	+	　ボス等を倒すなどすると上がっていきます	　It rises when you defeat bosses etc.
251295	+	　※　だいたい、ターン数と同じ値が標準値です」	　※ Usually equal to turn count as standard.」

251296	Alice	「人類死亡率	「Humanity death rate
251297	+	　　ある意味、タイムリミットのような物となります	　　It's like a time limit in a sense
251298	+	　　被害が増大すると終末が訪れます」	　　If damage increases too much, the end comes.」

251299	Alice	「リーザス、ヘルマン、ゼス、自由都市の戦況	「War situation in Leazas, Helman, Zeth, Free Cities
251300	+	　この４つの地域を守る事が重要となります	　Protecting these 4 regions is crucial
251301	+	　常に味方の兵力数は確認しておきましょう」	　Always check allied troop numbers.」

251302	Hanny	「はにほー	「Hanihoo
251303	+	　説明おわり」	　Explanation end.」
