# 32498	２１０／３１／シルキィ陵辱	cg
* Silky Littleraisin	シルキィ	Female
* Joseph	大将軍ヨシフ	Male

154868	-		その夜――	That night――

154869	-		魔軍の陣地に戻ってきたシルキィは	Silky, who returned to the Monster Army camp,
154870	+		腰を落ち着かせる間もなく	was summoned by Joseph
154871	+		ヨシフに呼び出されていた。	before she could even rest.

154872	Silky Littleraisin	ファット	「…………」	「.........」

154873	-		朝から夕方まで戦い続け、	Having fought from morning till evening,
154874	+		チューリップの砲撃の直撃も受けた。	and even taken a direct hit from the Tulip cannon.

154875	-		本音では泥のように眠りたかったが、	In truth she wanted to sleep like mud,
154876	+		しかしヨシフの呼び出しを無視は出来ない。	but she could not ignore Joseph's summons.
154877	+		シルキィの甲冑の中の表情は暗い。	Silky's expression inside the armor was dark.

154878	Joseph	基本	「ファンファン、ファーン♪」	「Fanfan, faan♪」

154879	-		対照的に、室内でワインを楽しんでいた	In contrast, General Joseph was enjoying wine indoors
154880	+		大将軍ヨシフの機嫌は良好だった。	and in a good mood.
154881	+		――少なくとも表向きは。	――At least on the surface.

154882	Joseph		「シルキィ君、そう緊張することはない。	「Silky-kun, no need to be so tense.
154883	+		　儂はただ、質問がしたいだけだ」	　I just want to ask some questions.」

154884	Joseph		「今日の戦い、これはいったいどういうことだね？」	「What exactly happened in today's battle?」

154885	Silky Littleraisin	ファット	「……これ、とは？」	「...What do you mean by 'this'?」

154886	Joseph	基本	「魔軍に多数の被害が出たことだ」	「The fact that the Monster Army suffered heavy losses.」

154887	Joseph		「彼らは貴様が殺したも同然だ……	「It's as if you killed them...
154888	+		　そのことについてどう思う？	　What do you think about that?
154889	+		　言うことはないかね？」	　Do you have anything to say?」

154890	Silky Littleraisin	ファット	「…………」	「.........」

154891	-		ヨシフの目的はただ言葉でシルキィを	Joseph's goal was simply to torment Silky with words.
154892	+		嬲ること、それだけだった。	That was all.

154893	-		裏切り者に病的に過敏なこの大将軍は、	This General, pathologically sensitive to traitors,
154894	+		こうして強く当たることで裏切りの気配がないかを	could not sleep at night without harshly testing
154895	+		確認しなければ落ち着いて夜も眠れないのであった。	for any sign of betrayal.

154896	Joseph	基本	「やはり……元人間の英雄様は、	「As expected... the former human hero
154897	+		　魔物の味方なぞする気にならんか？」	　has no intention of siding with monsters?」

154898	Silky Littleraisin	ファット	「…………」	「.........」

154899	Joseph	基本	「このことはケイブリス様に報告させてもらう」	「I will report this to Lord Keyblis.」

154900	Joseph		「シルキィに裏切りの気配あり、	「There are signs of betrayal from Silky,
154901	+		　人質でもあるホーネットは殺すべき、と」	　and the hostage Hornet should be killed.」

154902	Silky Littleraisin	ファット	「私は……もう魔人だ……	「I... am already a Fiend...
154903	+		　人間の味方をする気はない」	　I have no intention of siding with humans.」

154904	Silky Littleraisin		「被害が出たことは私も苦々しく思っている。	「I too feel bitter about the casualties.
154905	+		　あ、明日こそは……」	　T-tomorrow for sure...」

154906	Joseph	基本	「その言葉遣いはなんだ？」	「What is that way of speaking?」

154907	Silky Littleraisin	ファット	「すっ……」	「S-s...」

154908	Silky Littleraisin		「すみ、ません……	「I'm... sorry...
154909	+		　どうか……チャンスを下さい……」	　Please... give me another chance...」

154910	Joseph	基本	「…………」	「............」

154911	-		それまでどこか残っていた陽気さは消え、	The cheerfulness that had remained until then vanished,
154912	+		ジッと、陰湿にシルキィを睨みつける。	and he glared at Silky with damp, sinister eyes.

154913	-		裏切る気の有無を確かめる目だった。	Eyes checking for any sign of betrayal.

154914	Joseph		「まあ……良かろう……」	「Well... fine...」

154915	Joseph		「では、そろそろ今夜の仕事に移ってもらう」	「Then, it's time for tonight's work.」

154916	Silky Littleraisin	ファット	「…………」	「............」

154917	Joseph	基本	「さあ、いつまでそんな格好でいるつもりだ。	「Now, how long do you plan to stay in that outfit.
154918	+		　その重苦しい甲冑は脱ぎたまえ」	　Take off that heavy armor.」

154919	Silky Littleraisin	ファット	「……はい」	「...Yes.」

154920	-		リトルの形態を甲冑から、	She changed Little's form from armor
154921	+		基本形態である剣に変える。	to its basic sword form.

154922	Silky Littleraisin	つらい	「…………」	「............」

154923	-		シルキィが今からされることを思い、	Thinking about what was about to happen to her,
154924	+		顔をしかめる。	Silky frowned.

154925	-		ここでの生活は全てが苦渋に満ちていた。	Life here was filled with nothing but bitterness.

154926	-		…………	............

154927	-		……	......

154928	-		いつもの部屋に通されたシルキィが	Silky, led to the usual room,
154929	+		驚愕に目を見開いた。	widened her eyes in shock.

154930	Silky Littleraisin	基本	「お前達は……！」	「You guys are...!」

154931	?		「へへっ、お久しぶりです、シルキィ様」	「Hehe, long time no see, Lady Silky.」

154932	-		その場にいたのは以前、	Those present were former
154933	+		ホーネット派で共に戦った仲間達だった。	comrades who fought together in Hornet's faction.

154934	Silky Littleraisin	笑顔	「無事だったのね！？　ああ、良かった！」	「You're safe!? Ah, thank goodness!」

154935	-		派閥戦争の中期頃、戦闘のどさくさで	Around the middle of the faction war, during
154936	+		姿を消してしまった彼らの部隊は	the chaos of battle, their unit had disappeared,
154937	+		シルキィは完全に死んだものと思っていた。	and Silky had thought they were dead.

154938	-		それ故、予想外の再会を素直に喜ぶシルキィ。	Thus, Silky genuinely rejoiced at the unexpected reunion.

154939	?		「くく、ふふふ……	「Kuku, fufufu...
154940	+		　本当にただ行方不明になってたと思うんですか？	　Did you really think we were just missing?
154941	+		　いやぁ、本当に平和な頭してますねぇ」	　Wow, what a peaceful mind you have.」

154942	Silky Littleraisin	基本	「？　なんの話を……？	「? What are you talking about...?
154943	+		　そもそも、どうしてここに……」	　Why are you here in the first place...」

154944	-		シルキィの言葉にモンスター達が	At Silky's words the monsters
154945	+		お互いに顔を見やりニヤニヤと笑う。	looked at each other and grinned.

154946	-		その下品な笑みで、シルキィは全てを察し、	With those vulgar smiles, Silky realized everything,
154947	+		背筋をぞくりと震わせた。	and a chill ran down her spine.

154948	?		「どうしてって決まってるでしょう？」	「Isn't it obvious why?」

154949	-		むにゅりと、一匹のモンスターが	One monster lewdly
154950	+		シルキィの尻を鷲掴みにした。	grabbed Silky's ass.

154951	Silky Littleraisin	つらい	「な、なにを……！」	「W-what are you...!」

154952	?		「ここで頑張ってりゃ、いつか俺らも	「If we worked hard here, we thought one day
154953	+		　シルキィ様が抱けると思って、	　we'd get to embrace Lady Silky,
154954	+		　これまで働いてたんすよ」	　that's why we worked until now.」

154955	?		「ヨシフの奴が疑り深いせいで、	「Because that suspicious Joseph,
154956	+		　中々シルキィ様には会えなかったがな！」	　we couldn't meet you often!」

154957	Silky Littleraisin		「お、お前ら……	「Y-you guys...
154958	+		　私達を……裏切っていたのか……」	　You betrayed us...」

154959	?		「勝ち目のねぇ戦いなんざ	「Who would stick with a fight
154960	+		　誰が最後までついていくかよ」	　with no chance of winning?」

154961	?		「それでも、一緒に戦ってたのは	「Still, we fought together
154962	+		　ヤるチャンスでもねぇかと思ってたからだが、	　because we thought we'd get a chance to fuck you,
154963	+		　はは、まさかこんなタイミングでそうなるとは」	　haha, never thought it'd happen at a time like this.」

154964	Silky Littleraisin		「……お前らが戦線を放棄したせいで、	「...Because you abandoned the front line,
154965	+		　あのとき私の部隊がどうなったか……」	　what happened to my unit back then...」

154966	Silky Littleraisin		「仲間がどれほど死んだと……	「How many comrades died...
154967	+		　皆、私の為に命を賭けて……」	　They all risked their lives for me...」

154968	?		「シルキィ様、そんな暗い話は今度しましょうや。	「Lady Silky, let's talk about those dark things next time.
154969	+		　へへっ、今はこの体、たーっぷりと	　Hehe, right now we want to enjoy
154970	+		　楽しませてもらわないと……」	　this body to the fullest...」

154971	-		ぎゅっと、尻を揉むモンスターの手の力が強くなり、	The monster's hand squeezing her ass grew stronger,
154972	+		シルキィは頬を赤く染めた。	and Silky's cheeks flushed red.

154973	Silky Littleraisin		「……っ」	「...!」

154974	?		「あれー？　なんすかその目。	「Huh? What's with those eyes.
154975	+		　俺達のこと殺しますか？」	　Planning to kill us?」

154976	?		「まあ、俺らのこと許せないっすよね。	「Well, you can't forgive us, right.
154977	+		　気持ちは分かりますけど、	　I understand how you feel, but
154978	+		　もしそんなことしたらホーネット様が……」	　if you do that, Lady Hornet will...」

154979	Silky Littleraisin		「くっ……！」	「Kuh...!」

154980	-		シルキィはゆっくりと体から力を抜いた。	Silky slowly let the strength drain from her body.

154981	?		「はははは！　もう我慢できねぇ！」	「Hahaha! I can't hold back anymore!」

154982	-		…………	............

154983	-		……	......

154984	-		それは異様な光景だった。	It was a bizarre scene.

154985	-		　　＜ぐじゅっ、じゅぷっ、じゅっ……＞	　　＜Guju, jupu, ju...＞

154986	-		一人の少女の体に大勢のモンスターがまとわりつき、	A crowd of monsters swarmed over one girl's body,
154987	+		その小さな体に手を、舌を、性器を擦りつける。	rubbing their hands, tongues, and cocks against her small frame.

154988	?		「うわ、うわ、すげぇ……あのシルキィ様が、	「Whoa, whoa, amazing... Lady Silky,
154989	+		　俺らにこんなことされて無抵抗でいやがるぜ……」	　is helplessly letting us do this to her...」

154990	?		「ぶひひ、だから言ったろう？	「Buhihi, didn't I tell you?
154991	+		　今のシルキィは俺らに逆らうことが出来ねぇって」	　The current Silky can't defy us.」

154992	-		ホーネット派の一員としてシルキィのそばにいた彼らにとって、	For them, who had been by Silky's side as members of Hornet's faction,
154993	+		目の前の光景は夢にまで見たものだった。	the scene before them was something they had dreamed of.

154994	-		そして何よりも、以前は高嶺の花だったシルキィが、	And above all, Silky, once an unreachable flower,
154995	+		手を伸ばせば触れられる距離にいることが彼らを興奮させた。	was now within reach, filling them with excitement.

154996	?		「へへへ、どんな気分ですか、シルキィ様。	「Hehehe, how does it feel, Lady Silky.
154997	+		　かつての部下達と親交を深めるってのは」	　Deepening bonds with your former subordinates.」

154998	?		「こちらは最高ですよお、あのシルキィ様が俺達の言うこと聞いて、	「It's the best for us. Having the great Lady Silky obey us
