# 35887	鈴女／キャライベントＢ	
* Rance	ランス	Male
* Suzume	鈴女	Female
* Rick Addison	リック	Male

268596	Rance	「…………」	「............」

268597	-	城内を歩くランスの肩には、	On the shoulder of Rance as he walked through the castle,
268598	+	いつものように鈴女が乗っていた。	Suzume was perched as usual.

268599	-	ただし、おばけの姿で。	However, she was in her ghost form.

268600	Suzume	「にーんじゃなんだ♪　にーんじゃなんだ♪	「I'm a ninja~♪ I'm a ninja~♪」
268601	+	　にーんじゃなんだけれど♪」	「Even though I'm a ninja~♪」

268602	Suzume	「だ、け、ど、カーエルにはっ♪	「Bu~t, for a fro~g...♪」
268603	?	　……おろ？」	「...Oro?」

268604	Rance	「…………」	「............」

268605	Suzume	「ランス、どうしたでござる？」	「What's wrong, Rance de gozaru?」

268606	Rance	「お前、その餅お化けの姿禁止ー！」	「You! I'm banning that mochi ghost form!」

268607	Suzume	「えー」	「Ehh.」

268608	Rance	「色気もへったくれもないではないか。	「There isn't a shred of sexiness in it.」
268609	+	　見ててつまらん」	「It's boring to look at.」

268610	Suzume	「でも、こっちの方が楽でござるからして」	「But this form is much more comfortable de gozaru.」

268611	Rance	「楽とかしんどいってあるのか？」	「Is there even such a thing as 'comfortable' or 'tiring' for you?」

268612	Suzume	「あるでござるよ」	「There is de gozaru.」

268613	Suzume	「それに誰に迷惑をかけるわけでなし」	「Besides, I'm not causing anyone trouble.」

268614	Rick Addison	「うぐっ！？」	「Ugh!?」

268615	Suzume	「おろ？」	「Oro?」

268616	Rick Addison	「…………」	「............」

268617	Rance	「なーにを変な顔してるんだ、お前は」	「What's with that weird look on your face?」

268618	Rick Addison	「い、いえ……	「N-No...」
268619	+	　城内におばけがいらっしゃったので」	「It's just that there was a ghost in the castle.」

268620	Suzume	「ん？」	「Hm?」

268621	Suzume	「ん〜〜〜〜？」	「Hmmmmmm?」

268622	Rick Addison	「…………」	「............」

268623	Suzume	「もしかして、おばけ苦手さん？」	「Could it be that you're bad with ghosts?」

268624	Rick Addison	「……ッ！」	「...!」

268625	Rance	「あ〜、そういえば、	「Ah, now that you mention it,」
268626	+	　そんな話を聞いたことがあるような、	「I feel like I might have heard something like that before...」
268627	+	　ないような……」	

268628	Rick Addison	「はあ……	「*Sigh*...」
268629	+	　子供の頃からおばけやモンスターが	「Since I was a child, I've been unable to handle ghosts or monsters...」
268630	+	　駄目で……」	

268631	Rance	「メットかぶってる間は	「You were fine while you were wearing your helmet, weren't you?」
268632	+	　平気だった筈だろ」	

268633	Rick Addison	「はい……その、ですが……」	「Yes... but, well...」

268634	Rick Addison	「子供の頃に想像していた	「It was exactly like the image of a scary ghost」
268635	+	　怖いおばけのイメージそのままだったので……」	「that I used to imagine as a child...」

268636	Rance	「……お前、貧困な想像力のガキだったんだな」	「...You must have been a kid with a very poor imagination.」

268637	Suzume	「誰の姿がベタなおばけでござるか」	「Who are you calling a cliche ghost de gozaru?」

268638	Rance	「なんにしても鈴女、	「In any case, Suzume,」
268639	+	　これでお前の姿に迷惑してる奴も	「now you see that there are people troubled by your appearance.」
268640	+	　いると分かっただろう」	

268641	Suzume	「ま、そういうことなら、	「Well, if that's the case,」
268642	+	　人型になるでござるかねー」	「I suppose I'll turn into my human form de gozaru.」

268643	Suzume	「とってんぱーの……」	「Tottenpa no...」

268644	Suzume	「にゃんぱらりっ」	「Nyanparari!」

268645	Rick Addison	「ぬぐっ！！！！」	「Nugh!!!!」

268646	Suzume	「え、今度はなんでござる？」	「Eh? What is it this time de gozaru?」

268647	Rick Addison	「い、いえ……うくっ、その……」	「N-No... Ugh, well...」

268648	Rance	「鈴女のエロい格好が気になるんだろう」	「You're bothered by Suzume's erotic outfit, aren't you?」

268649	Rick Addison	「……ッ！」	「...!」

268650	Suzume	「あー」	「Ah.」

268651	Suzume	「鈴女、殿方の目には毒？」	「Is Suzume poison for a gentleman's eyes?」

268652	Rance	「こいつは純情ボーイだからな。	「This guy is a pure-hearted boy, after all.」
268653	+	　がははは、鈴女はちと刺激が強すぎたな」	「Gahahaha, Suzume was a bit too stimulating for him.」

268654	Rick Addison	「い、いえ、女性の普段着を	「N-No, to look at a woman's everyday clothes in such a way...」
268655	+	　そんな風に見るなんて……」	

268656	Rick Addison	「す、すみません……	「I-I'm sorry...」
268657	+	　少し驚いただけです」	「I was just a little surprised.」

268658	Suzume	「お、紳士さーん。	「Oh, what a gentleman.」
268659	+	　ランスも見習うでござるよ」	「Rance should learn from him de gozaru.」

268660	Rance	「…………」	「............」

268661	Rance	「おい、鈴女。	「Hey, Suzume.」
268662	+	　ごにょごにょごにょ」	「*Whisper whisper whisper*」

268663	Suzume	「えー、あんたやること	「Ehh, what you do is」
