# 35605	t１９０／魔物界の橋頭堡	

264752	?		魔物界の海岸に上陸したランス達。	Rance and the others landed on the coast of the Monster Realm.
264753	+		上陸した直後です。夕方のイメージぐらいで	Just after landing. Imagine it to be around evening. The sea
264754	+		もう海は無い、帰る事は出来ない	is gone, we can't go back Everyone has dinner with ingredients
264755	+		キバ子あたりが森から取ってきた食材でみんな夕食にする	Kibako got from the forest We were getting tired of just fish, so
264756	+		魚ばかりで飽きていたしね、と少しほんわり	it's a bit comforting Is it okay to start a fire... won't the Monster
264757	+		火炊いて大丈夫か・・魔軍にばれたりしないか？	Army find out? It's okay, we've sent out reconnaissance units
264758	+		大丈夫、偵察隊を出しているけど周囲数キロに魔軍はいないのは確認済み	and confirmed there are no Monster Army units within several
264759	+		夜だし・・煙が立っても・・見えないし大丈夫	kilometers around. It's night... even if smoke rises... you can't see
264760	+		みんなここまでの移動だけでなんとなくヘトヘト	it, so it's fine. Everyone is somehow exhausted just from moving
264761	+		遂に敵地に来たんだ、これからの決戦かと緊張気味の子も	up to this point. We've finally come to enemy territory; some are
264762	+		でもまだまだ頑張れるよ希望をもってがんばろうと	a bit nervous thinking about the upcoming decisive battle. But we
264763	+		ささやかな宴会	can still keep going; with hope, let's do our best. A modest feast.
