# 30388	三菱王／キャライベントＢ	
* Zeth Mage Soldier	汎用ゼス男魔法兵	Male
* Helman Soldier	汎用ヘルマン兵	Male
* Rance	ランス	Male
* King Mitsubishi	三菱王	Male
* Terra Horus	テラ	Female

4318	-		ポピンズの王、三菱がランス城を歩く。	Mitsubishi, King of the Poppins, walked through Rance Castle.

4319	Zeth Mage Soldier	基本	「お、おぉ……すごい威厳だ……」	「O-oh...... such dignity......」

4320	Helman Soldier		「ああ……ポピンズなのに……	「Yeah...... even though they're Poppins......
4321	+		　自然と背筋が伸びるというか……」	　it makes your back straighten naturally......」

4322	Rance		「ふああーーーっ……んお？」	「Fuaaaah...... Noh?」

4323	King Mitsubishi		「む……人間の王か」	「Mu...... the human king.」

4324	Rance		「小人ジジイか。	「A short old man.
4325	+		　難しいツラしてるな」	　You have a difficult-looking face.」

4326	King Mitsubishi		「我々ポピンズは浮かれやすいからな。	「We Poppins are easily excitable.
4327	+		　長は締める役回りなのだ」	　The leader must be the one who keeps things tight.」

4328	Rance		「ふん、ご苦労なこった。	「Hmph, must be tough.
4329	+		　俺は頂点だが好き勝手やってるぞ」	　I'm at the top but I do whatever I want.」

4330	King Mitsubishi		「支える者が優秀なのだろう。	「You must have excellent people supporting you.
4331	+		　あのウルザ殿などな」	　Like that Urza-dono.」

4332	Rance	笑顔	「がはははは、俺の女だからな。	「Gahahahaha, she's my woman.
4333	+		　羨ましかろう」	　Jealous?」

4334	King Mitsubishi	基本	「能力という意味ではそうだろうな。	「In terms of ability, yes.
4335	+		　異性的な意味ではないが」	　Not in the sexual sense.」

4336	Rance		「お……なんか、今までそういうツラした奴は	「Oh...... Everyone with that kind of face before
4337	+		　ぎゃあぎゃあ言ってきたモンだが」	　would always scream and complain.」

4338	King Mitsubishi		「余も側室はいる。	「I have concubines as well. A king should
4339	+		　それに、王は民を虐げず、国を富ませればよい。	　enrich the nation without oppressing the
4340	+		　究極的な所、それに尽きる」	　people. Ultimately, that is all there is to it.」

4341	Rance		「ふん……わかっとるわ。	「Hmph...... I know that.
4342	+		　分かりきったことを言うな」	　Don't state the obvious.」

4343	King Mitsubishi	ため息	「……翻って、うちの東芝は……困ったものだ。	「......On the other hand, our Toshiba...... is troublesome.
4344	+		　統治に……というか、好きな事にしか興味がない。	　He only cares about what he likes, not ruling......
4345	+		　まったくもって……」	　Really now......」

4346	Terra Horus	基本	「あら……ランス様。	「Ara...... Rance-sama.
4347	+		　それに小柄な方。ごきげんよう。ｿｿｿ」	　And the short one. Good day. Soso.」

4348	Rance		「お、テラか。よう」	「Oh, Tera. Yo.」

4349	King Mitsubishi		「……………………」	「........................」

4350	-		楚々とした佇まいで優雅に会釈をし、	With a graceful and elegant bow,
4351	+		テラは去っていった。	Tera left.

4352	King Mitsubishi		「………………おぉ」	「............Oh.」

4353	Rance	真剣	「ん？」	「Nn?」

4354	King Mitsubishi	基本	「あれが異星のホルス…………！	「That is the alien Horus......!
4355	+		　見慣れぬものを装着していたな。	　She was wearing something unfamiliar.
4356	+		　あれは……どう動くものなのだ……」	　How does that work......」

4357	King Mitsubishi	ため息	「しかも、星の海を渡るという……	「Moreover, crossing the sea of stars......
4358	+		　いかなるからくりなのか……ううむう……！	　What kind of mechanism is that...... Umu......!
4359	+		　現物をひとつ貰えれば、解体するのだが……」	　If I could get one to disassemble......」

4360	Rance	真剣	「………………」	「............」

4361	King Mitsubishi	基本	「はっ！」	「Hah!」

4362	-		三菱は、我を取り戻した。	Mitsubishi regained his composure.

4363	Rance	真剣	「お前……息子と中身、同じなんじゃないか？」	「You...... aren't you the same on the inside as your son?」

4364	King Mitsubishi	基本	「だ、断じて違うっ…………！」	「A-absolutely not......!」
