# 33498	０２０／美樹	
* Scholar	学者	Male
* Muscle	マッスル	Male
* Kurusu Miki	美樹	Female
* Needle	ニードル	Female

246425	-		マエリータ隊がこっそりと	The Maelita Squad quietly
246426	+		魔王のいると思われる部屋に忍び込む。	sneaks into the room believed to hold the Demon King.

246427	Scholar	基本	「これは……」	「This is...」

246428	Scholar		「見て下さい、皆さん」	「Everyone, look.」

246429	Muscle		「あぁん？」	「Hmm?」

246430	Kurusu Miki		「すぅー……すぅー……」	「Suu... Suu...」

246431	Muscle		「ね、寝てるのか？	「She's sleeping?
246432	+		　よくもまあこんな騒ぎの中……」	　Even in all this commotion...」

246433	Scholar		「ですが好都合です。	「But this is convenient.
246434	+		　相手は魔王、どう誘拐するべきか悩みましたが……	　I was worried about how to kidnap the Demon King, but...
246435	+		　このまま運んでしまいましょう。マッスル」	　Let's just carry her like this. Muscle.」

246436	Muscle		「あいよ」	「Got it.」

246437	-		学者に言われ、マッスルが美樹を担ぐ。	At the Scholar's words, Muscle lifts Miki onto his shoulder.

246438	Muscle		「よーし、誘拐に成功だ！	「Alright, kidnapping success!
246439	+		　とっとと逃げようぜ！」	　Let's get the hell out of here!」

246440	Scholar		「ええ、このまま問題さえなければ……	「Yes, if nothing else goes wrong...
246441	+		　別れた皆も回収出来るかも知れません……」	　we might even be able to retrieve the others who split off...」

246442	Needle		「ほ、ほんと！？」	「R-Really!?」

246443	Scholar		「何も問題が起きなければ、ですが……」	「If nothing goes wrong, that is...」

246444	Scholar~		（しかし……嫌な予感がする……）	（However... I have a bad feeling...）

246445	Scholar		「……急ぎましょう」	「...Let's hurry.」
