# 35715	t２７６／その後／引き分け	

265382	?		天満橋。	Tenman Bridge. Before the Monster Army's offensive,
265383	+		魔軍の攻勢の前に五十六などの防衛隊が苦戦していたが、	the defense squads like Isoroku were struggling, then
265384	+		そこに　遅くなったなと政宗が妖怪軍団を連れて現れた。	Masamune appeared with the youkai army, saying
265385	+		ランスも参上。	'You're late'. Rance also arrived. Someone asks,
265386	+		誰かが聞く、妖怪軍団が戻ってきたという事は黒部は無事に倒せたのですか、	'Since the youkai army has returned, did you manage
265387	+		さすがランス様です。黒部は従ったのですね	to defeat Kurobe safely?' As expected of Rance-sama.
265388	+		で、その黒部は？	Kurobe obeyed, didn't he? So, what about that
265389	+		・・・・うるさい、あいつは駄犬だから捨ててきたのだ。	Kurobe? ...Shut up. That guy is a worthless dog, so
265390	+		くそっ、なんか不愉快だ	I abandoned him. Damn, that's somehow unpleasant.
265391	+		妖怪軍団が揃った事で天満橋の守りは堅くなり、魔軍でもそう簡単に	With the youkai army gathered, the defense of
265392	+		突破出来る物では無くなった	Tenman Bridge became solid, and even the Monster
265393	+		クリア	Army couldn't easily... ...break through. Clear
