# 35021	t６１０／クエルプラン体内	

260372	?		背景　クエルプラン体内	Background: Inside Quelplan. Mix is vaguely looking
260373	+		ミックスがぼんやり見て感じている、身体は動かないが見る事は出来る	and sensing; her body does not move but she
260374	+		ここは・・どこ・・	can see. Where is this...? A typical contemplation
260375	+		人体の秘密を探求している彼女らしい考察	of hers, exploring the mysteries of the human
260376	+		　死後の世界、魂を浄化する場所	body. The afterlife world, a place where souls are
260377	+		　そうか、死んだのかな・・	purified. I see, have I died...? And so on. Sushinu
260378	+		　などなど	is feeling vaguely. Calling Parsley, but she doesn't
260379	+		スシヌがぼんやりと感じている	appear; I wonder where this place is... Where
260380	+		　パセリを呼ぶが現れない、ここはどこだろう・・	is El? Where... Ah, there he is. They're all sitting in
260381	+		　エールはどこ、どこ・・あっ、いた	the same way. Adjust the image here a little more.
260382	+		　みんな同じように座っている	Silence, or sounds like heartbeat and blood flow,
260383	+		　	
260384	+		ここのイメージはもう少し調整	like inside the body. A transparent self, a self fading
260385	+		　無音、または、心臓や血流の音、体内の中っぽく	away, no pain or suffering, the mind is peaceful,
260386	+		　透明な自分、消えゆく自分、痛くも苦しくもない、心も平穏、不安な気持ちにならない	no anxious feelings. Vaguely aware that others are
260387	+		　他の者も近くにするのはぼんやりと分かる	also nearby. Besides comrades, I can also see many
260388	+		　仲間達以外にも天使や人やモンスターなども多数がぼんやりといるのも見える	angels, humans, and monsters vaguely present.
260389	+		　何かがゆっくり消えて行く、そんな感じ・・	It feels like something is slowly disappearing...
