# 34955	t６０８／エール一人	

259417	?		背景　氷雪洞窟	Background: Ice and snow cave.
259418	+		洞窟に落ちたエール、一人っきり	El fell into the cave, all alone.
259419	+		上に向かって声をかけるが返事がない	He calls out upwards, but there is no reply.
259420	+		だいぶ深く落ちたのかもしれない	He might have fallen quite deep.
259421	+		こういう場合	In a situation like this,
259422	+		＞選択	> Choice
259423	+		動かずに救出を待つのが正しいとされるが	It is said to be correct to stay still and wait for rescue,
259424	+		じっとしていてもだんだん不安になる	but staying still only makes you increasingly anxious.
259425	+		　（　遭難物の雰囲気で　）	(In the atmosphere of a survival story)
259426	+		そうしているうちに、ぐらぐらと揺れ始め	While doing so, the ground begins to shake unsteadily,
259427	+		自分の居た場所が崩れ始める	and the place where he stood begins to collapse.
259428	+		あわててそこを離れ移動する	He hastily leaves and moves away.
