# 33359	６０８／戦闘／レリコフ参加	
* Lelikov Helman	レリコフ２	Female
* Hero Helman	ヒーロー２	Male

230864	Lelikov Helman	「あーーーっ！　見てみて、ヒーロー！」	「Aaaah! Look Hero!」

230865	Hero Helman	「わっ、みんなが冬将軍と戦ってる！？」	「Wah, everyone's fighting Winter Generals!?」

230866	Lelikov Helman	「きゃはは、すごいすごい！」	「Kyahaha, amazing amazing!」

230867	Hero Helman	「ふふふ、冬将軍ってすっごく強いんでしょ！？	「Fufu, Winter Generals are super strong right!?
230868	+	　やっぱりにーちゃんやねーちゃん達はすごいなぁ」	　Big bro and big sis really are amazing.」

230869	Lelikov Helman	「よーし、こうなったらボク達も！」	「Alright, then we'll join too!」

230870	Hero Helman	「えっ、もしかして加勢するの！？	「Eh, are we helping!?」
230871	+	　だ、大丈夫かな？　足手まといじゃない？」	　Is it okay? Won't we be in the way?」

230872	Lelikov Helman	「んもー、ヒーローは臆病だなぁ」	「Geez, Hero is such a scaredy cat.」

230873	Lelikov Helman	「それに加勢するんじゃないよ」	「We're not helping them.」

230874	Hero Helman	「へっ？」	「Heh?」

230875	Lelikov Helman	「冬将軍はもう一体いるでしょ？」	「There's still another Winter General, right?」

230876	Lelikov Helman	「んーと、こっちが冬将軍1812で	「Hmm, this one is Winter General 1812
230877	+	　こっちが冬将軍1942だとしたら……」	　and that one is 1942...」

230878	Lelikov Helman	「ボク達は冬将軍1942に突撃！	「We'll charge Winter General 1942!
230879	+	　どっちが先に倒せるか競争だー！」	　Race to see who defeats it first!」

230880	Hero Helman	「えーーーっ！？」	「Ehhh!?」

230881	Hero Helman	「わー、待ってよ、レリコフー！」	「Waa, wait Lelikov Helman!」
