# 30824	１６４／スタート	
* Rance	ランス	Male
* Kentou Kanami	かなみ	Female
* Urza Pranaice	ウルザ	Female
* Sill Plain	シィル	Female

33002	Rance	「……………………」	「........................」

33003	Kentou Kanami	「……ランス。偵察、行ってきたわ。	「...Rance. I went on reconnaissance.
33004	+	　やっぱり……ゼスはもう…………」	　Just as we feared... Zeth is already........」

33005	Rance	「……………………」	「........................」

33006	Urza Pranaice	「無茶……いいえ、無意味です、総統。	「It's reckless... No, it's meaningless, Supreme Leader.
33007	+	　賛成できません。絶対に……」	　I cannot approve. Absolutely not...」

33008	Rance	「………………」	「..............」

33009	Urza Pranaice	「マジック様の生存の可能性は……失言でした。	「The possibility that Magic-sama is alive... was a slip of the tongue.
33010	+	　確かな話ではありません。だから……」	　It's not confirmed information. So......」

33011	Rance	「………………」	「..............」

33012	Urza Pranaice	「っ…………考え直して下さい。	「......Please reconsider.
33013	+	　ランスさんの為にはなりません。	　This will not benefit you, Rance-san.
33014	+	　誰の、為にも……」	　It won't benefit anyone......」

33015	Rance	「………………明日、出る。	「..............We depart tomorrow.
33016	+	　付いてくる気のある奴だけでいい」	　Only those willing to follow need come.」

33017	Urza Pranaice	「待ってください……ダメです。	「Please wait... You mustn't.
33018	+	　ランスさん……待って、ッ……！」	　Rance-san... Wait...!」

33019	Sill Plain	「ランス様……」	「Rance-sama......」

33020	Rance	「いくぞ。マジックの奴を、助けに行く。	「Let's go. We're rescuing Magic.
33021	+	　…………ついてこい」	　........Follow if you want.」

33022	-	完全に魔軍の手に落ちたゼスへ、	Toward Zeth, which had completely fallen into the Monster Army's hands,
33023	+	魔人討伐隊は出撃していった。	the Fiend Extermination Squad set out.
