# 33721	t２３０／６／毒料理	

252293	?		ガルティアの部屋、マルチナさんも近くにいます	Galtia's room. Martina
252294	+		いつものように食事をしている	is also nearby. He is eating as usual. 「You guys
252295	+		またお前達か食事の邪魔をするなら、今度は容赦しないぞ	again? If you interfere with my meal this time,
252296	+		ふふふ、今日は貴様を倒しにきた戦士では無い、あれは仮の姿だ	I won't hold back.」 「Hehehe, today I'm not
252297	+		俺の正体は、なんかすごいコックであるというアピール	a warrior here to defeat you. That was just a
252298	+		美食家の貴様をうならせる為にわざわざきてやったのよ	disguise. My true identity is that of an amazing
252299	+		嘘くさい、ばればれだが、ガルティアは余裕なので話に乗ってきます	chef.」 He appeals. 「I came all this way
252300	+		３分間クッキングみたいなノリ	to impress a gourmet like you.」 It's obviously
252301	+		ランスと助手シィルで料理を作ります。	a lie and transparent, but Galtia is relaxed and
252302	+		わくわくして待つガルティア	plays along. In the style of a 3-minute cooking
252303	+		ランスは料理にカオスの破片を混ぜたすごい毒を入れる。	show. Rance and his assistant Sill cook. Galtia
252304	+		これで魔人の貴様もイチコロだ	waits excitedly. Rance mixes incredible poison
252305	+		ばりばり　毒へっちゃら	containing Chaos fragments into the dish.
252306	+		毒というのが分かっていても平気なガルティア、なかなかうまいぞ	「With this even a Fiend like you will be done in
252307	+		これで終わりかと　毒と分かっていて挑発してくる	one hit.」 *crunch crunch* Poison has no effect.
252308	+		作戦失敗が分かるランス、ぐぬぬぬ	Galtia remains fine even knowing it's poison.
252309	+		ちょっと待てと　仲間がいる場所に戻る	「Pretty tasty.」 「Is that all?」 He provokes
252310	+		　	　
252311	+		あの毒効かないじゃないか・・・	them even knowing it's poison. Rance realizes
252312	+		他に何か無いのか	the plan failed. 「Grr...」 「Wait a moment.」
252313	+		ミラクルが異界の毒があるが試してみるかという	He returns to where his comrades are. 「That
252314	+		よし、それでやってみよう。	poison didn't work at all...」 「Is there anything
252315	+		またカオスを削る	else?」 Miracle suggests trying poison from
252316	+		・・	another realm. 「Alright, let's try that.」 They
252317	+		で、毒料理を出すが、今回も平気なガルティア	shave Chaos again. ... They serve the poisoned
252318	+		うむむむ	dish, but Galtia is fine again. 「Hmmm...」

252319	?		再度、戻って誰かの案を元に毒料理を作る	They return again and create a new poisoned dish
252320	+		毒というより、腹の中で６００００倍に膨れる謎物質とか	based on someone's idea. Rather than poison, a mysterious
252321	+		だが、それも成功しない	substance that expands 60,000 times inside the stomach or
252322	+		次の誰かが・・　次、次・・３．４人それが続く	something. But that also fails. Next person... Next, next...
252323	+		なんだ、もう終わりか、なら　お前らをくっちまおうかな。とガルティア	This continues for 3-4 people. 「What, is that all? Then
252324	+		ランス達が用意していた食材をそのまま食べ出すガルティア	I guess I'll just eat you guys.」 says Galtia. Galtia starts
252325	+		ああ・・ランス様のお弁当が・・・	eating the ingredients Rance and party had prepared.
252326	+		最後に香姫がもっていただんごを取り上げる	「Aah... Lord Rance's bento...」 Finally he takes the
252327	+		それを食った瞬間、止まるガルティア	dango Kouhime was holding. The moment he eats it, Galtia
252328	+		ゆっくりと租借、もぐもぐ	stops. He slowly chews, munch munch. 「D-delicious!」
252329	+		う、うまいと絶賛	He praises it highly. 「I've never eaten anything this
252330	+		こんな、うまい食べ物は初めてだ。	delicious before.」 （Rance: Seriously? That was poison.）
252331	+		（　ランス　まじかよ、あれ毒だぞ　）※このルートのどこかで香姫だんご＝毒のネタを入れておく事	*Somewhere in this route include the gag that Kouhime's
252332	+		香姫てれる	dango = poison. Kouhime gets embarrassed. Rance tries
252333	+		この娘を俺の専属コックにすると香姫を奪おうとするランス	to take Kouhime, saying he'll make her his exclusive chef.
252334	+		まて、これは俺のだ	「Wait, this is mine.」 「What? You want that dango too?」
252335	+		なに、お前もあのだんごがほしいというのかガルティア	Galtia asks. 「No, I don't need the dango.」 Rance replies.
252336	+		いや、だんごはいらないからとランス	「Hand her over. If you give me that girl, I'll even withdraw
252337	+		よこせ、その娘を俺によこしたらゼスから撤退してやってもいいぞ。と無茶苦茶な提案するガルティア	from Zeth.」 Galtia makes an outrageous proposal.
