# 33707	t２３０／５／拒否して戦う	

252215	?		ランスは断ると使者に伝える。	Rance tells the messenger they refuse. 「We'll
252216	+		ゼス軍と一緒に魔軍と戦います。	fight the Monster Army together with the Zeth
252217	+		ＸＸＸ平原での戦い、サイアス、ウスピラも活躍。	army.」 Battle on the XXX Plains. Saias and Uspira
252218	+		乱戦の模様・・そんな中	also play active roles. The scene of a chaotic
252219	+		ランス達はガルティアと対面する。	melee... Amidst that, Rance and party face Galtia.
252220	+		おお、あんたら俺の腹の中から出れたのかよ、すげぇなと素直に驚く	「Whoa, you guys actually got out of my stomach?
252221	+		そういや、３匹の使徒がいないが・・あんたらに倒されたのか	That's amazing.」 He is genuinely surprised. 「By
252222	+		次のお前の番だ。	the way, my three apostles are missing... Did
252223	+		いいだろう、腹ごなしに相手になってやる。	you defeat them?」 「Next is your turn.」 「Fine.
252224	+		＞戦闘	I'll take you on as digestion exercise.」 > Battle
