# 32442	２２１／５／ケッセルリンク／撃破	
* Rance	ランス	Male
* Kesselring	ケッセルリンク	Male→Female
* Chaos	カオス	Male
* Satella	サテラ	Female
* Barbara	バーバラ	Female
* Elsill	エルシール	Female
* Sill Plain	シィル	Female
* Sheila Helman	シーラ	Female
* Kentou Kanami	かなみ	Female

149838	Rance	「うらぁぁぁあああ！」	「Uraaaaaaaa!」

149839	Kesselring	「ぐっ――！？」	「Guh――!?」

149840	Chaos	「うひょー！　きたきたきたー！」	「Uhyoー! Here it comes!」

149841	-	カオスの刀身がケッセルリンクの肩に	Chaos's blade sank deep into Kesselring's shoulder
149842	+	深々と食い込み、胸部にまで達していた。	and reached all the way to his chest.

149843	Rance	「ぬ、ぬ、ぬ、ぬ……」	「Nu, nu, nu, nu...」

149844	Kesselring	「…………ぐ、くっ」	「............Guh.」

149845	-	しかしそれすら決定打にならず、	But even that wasn't a decisive blow,
149846	+	両者の表情は未だ苦々しく、	both of them still wore bitter expressions
149847	+	激しい眼光で睨み合っていた。	as they glared at each other fiercely.

149848	-	お互い、少しでも動けば	They both knew that moving even slightly
149849	+	その隙を突かれると分かっているが故に、	would create an opening for the other,
149850	+	進むことも出来ず、退くことも出来ない。	so neither could advance nor retreat.

149851	-	数時間にも感じられる、数秒の睨み合いの後、	After a few seconds that felt like hours of staring,
149852	+	ランスが動いた。	Rance moved.

149853	Rance	「――だっ！」	「――Da!」

149854	Kesselring~	（くっ――ッ！）	（Kuh――!）

149855	-	ケッセルリンクの爪が弾丸のような速度で伸び、	Kesselring's claws shot out like bullets
149856	+	ランスの顔に触れた。	and grazed Rance's face.

149857	Rance	「りゃああああああああ！！！！」	「Ryaaaaaaaahhhhh!!!!」

149858	-	その爪ごと、	With those claws included,
149859	+	渾身の力を込めたランスアタックが	Rance's full-power attack
149860	+	ケッセルリンクの体を両断した。	bisected Kesselring's body.

149861	Kesselring	「――ッ」	「――!」

149862	-	まるで操り人形の糸が切れたように、	Like a puppet with its strings cut,
149863	+	その場にケッセルリンクが崩れ落ちた。	Kesselring collapsed on the spot.

149864	Rance	「ぶはっ……！	「Buha...!」
149865	+	　はあ、はあ……はあ、はあ……！」	　Haa, haa... haa, haa...!」

149866	Satella	「信じられない……	「Unbelievable...
149867	+	　夜のケッセルリンクを殺す、なんて……」	　To kill Kesselring at night...」

149868	Satella	「おい、ランス――」	「Hey, Rance――」

149869	Satella	「……ランス？」	「...Rance?」

149870	Rance	「うおおおおおおおおおおおおおおおお！」	「Uoooooooooooooooooh!」

149871	Satella	「あ、おい！？」	「Ah, hey!?」

149872	-	ランスは単身、ケッセルリンクの城目指し、	Rance charged alone toward Kesselring's castle,
149873	+	トランシルバニアの森を猛進し始めた。	rushing wildly through the Transylvania Forest.

149874	-	…………	............

149875	-	……	......

149876	-	あっという間にケッセルリンクの城に辿り着き、	In the blink of an eye he reached Kesselring's castle
149877	+	ランスはここまで走ってきた勢いのまま	and burst inside with the same momentum
149878	+	中に飛び込んだ。	he had been running with.

149879	Barbara	「な、なに！？」	「Wh-what!?」

149880	Elsill	「――侵入者よ！　殺しなさい！」	「――Intruder! Kill him!」

149881	Rance	「邪魔だー！」	「Out of my way!」

149882	-	ケッセルリンクも倒せる今のランスにとって、	For the current Rance who had defeated Kesselring,
149883	+	メイド達などなんの障害にもならなかった。	the maids were no obstacle at all.

149884	Elsill	「きゃああああああ！？」	「Kyaaaaaaaaaa!?」

149885	-	バコーン。	Bam.
149886	+	ランスのパンチ一つでメイド達が吹っ飛んだ。	One punch from Rance sent the maids flying.

149887	Rance	「ここか！」	「Here!」

149888	-	　	　
149889	+	　　＜バーーーーン！＞	　　＜Baaaaang!＞

149890	-	勢いよく扉を開くが、	He slammed the door open with force,
149891	+	中にはシィルもシーラもいなかった。	but Sill and Sheila were not inside.

149892	Rance	「く、ならここかーーー！」	「Kuh, then hereー!」

149893	-	　	　
149894	+	　　＜バーーーーン！＞	　　＜Baaaaang!＞

149895	Rance	「こっちかーーーー！」	「This wayー!」

149896	-	　	　
149897	+	　　＜バーーーーン！＞	　　＜Baaaaang!＞

149898	Sill Plain	「……えっ！？」	「...Eh!?」

149899	Sheila Helman	「ら、ランス様……？」	「R-Rance-sama...?」

149900	Rance	「お……」	「Oh...」

149901	-	…………	............

149902	-	……	......

149903	Kentou Kanami	「あーもー！	「Aah geez!
149904	+	　勝手に一人で行っちゃうんだからー！」	　You ran off alone again!」

149905	Satella	「ランス！　ここか！？」	「Rance! Is this the place!?」

149906	Rance	「がるるるるるるる！」	「Grrrrrrrr!」

149907	Satella	「へ？」	「Heh?」

149908	-	後から追いついたかなみ達が、	Kanami and the others who caught up later
149909	+	ケッセルリンクの城、一つの部屋に入ると、	entered one of the rooms in Kesselring's castle
149910	+	中ではランスがシィルとシーラを抱きしめていた。	and found Rance hugging Sill and Sheila tightly.

149911	Sill Plain	「ぐえ、ランス様……苦しい、ですぅ……」	「Gueh, Rance-sama... it's tight...」

149912	Sheila Helman	「うぐぅ……ランス様……」	「Uguu... Rance-sama...」

149913	Rance	「ふーふー！　がるるる！」	「Fuu fuu! Grrrr!」

149914	Rance	「ん……あれ？」	「Nn... huh?」

149915	Rance	「俺様は一体……」	「What was I doing...」

149916	Rance	「えーと、ケッセルリンクを倒すところまでは	「Uhh, I remember up to defeating Kesselring,
149917	+	　なんとか覚えているが……」	　but after that...」

149918	Satella	「我を失うほどの興奮状態だったのか……」	「You were so excited you lost control...」

149919	Kentou Kanami	「こわっ……」	「Scary...」

149920	Rance	「む？　シィルとシーラ、	「Mu? Sill and Sheila,
149921	+	　お前らなんで俺の腕の中に……」	　why are you in my arms...」

149922	Sill Plain	「けほっ……」	「Keho...」

149923	Sheila Helman	「きゅう……」	「Kyu...」

149924	-	ランスに首を絞められて、	Strangled by Rance,
149925	+	二人は気絶していた。	the two had passed out.

149926	-	…………	............

149927	-	……	......
