# 34278	t２１１／４／メルフェイスの過去	

255980	?		その頃、メルフェイスとチャカ	Meanwhile, Melfeis and Chaka had arrived
255981	+		宮島に到着していた	at Miyajima Island. This is the opportunity-I
255982	+		この機会だ、聞いておきたい	want to ask. Chaka asks if Richelle
255983	+		チャカが聞く、お前に呪いをかけたのはリクチェルではないのかと	was the one who cursed you. Eh... yes, that's
255984	+		えっ・・はい、確かに	correct. Backstory. She was a teacher, raped
255985	+		\t過去話	by bandits. Then the witch Richelle appeared.
255986	+		\t先生だった、山賊にレイプされた	She received the curse but used its power to
255987	+		\tそこに魔女リクチェルが現れた	drive off the bandits. She endured the curse's
255988	+		\t呪いを受けたがその力で山賊を撃退した	power for a while, but there was no high-level
255989	+		\tしばらくは呪いの力に耐えた、だが高レベルの相手はいなかった	partner. At that time, I was protecting
255990	+		\t当時私は、いじめられていた少女を守っていた。	a bullied girl. The girl was about to be
255991	+		\t少女は一人のやさしい少年により救われそうになっていたが	saved by a kind boy, but I-unbelievably-made
255992	+		\t私は・・あろうことか、その少年に手を出してしまった	a move on that boy. From then on, it spiraled
255993	+		\tそれからはもうずるずると・・	downward... I was taken in by the military and
255994	+		\t軍にお世話になり、あなたに出会った。	met you. (Develop this area based on settings.)
255995	+		\t（この辺りは設定を元に作り上げて）	(You may reuse Mini CG Elementary School
255996	+		\t（ミニＣＧ　小学校時代２　を流用してもよい、また必要なら新規も可）	Era 2, or create new ones if necessary.)
