# 35295	t２４１／ピサロの死	

263177	?		魔物兵に頭を抱えられて逃げるピサロ　（ピサロの顔立ち絵は無いので、うまく工夫して下さい）	Pizarro, holding his head, flees with monster soldiers (no portrait
263178	+		くそっ、宝物に目がくらみすぎたか・・いずれＪＡＰＡＮも含めて全て私が金銀を収集するのだか	of Pizarro's face, so please handle creatively). Damn, was I blinded
263179	+		そんなに焦る必要はなかったんだ、人間共を確実に駆除してからでよかったのだ・・	too much by treasure... Eventually, including Japan, I will collect all
263180	+		だが、反省した、経験を積んだ、もう同じ間違いはしない	the gold and silver. There was no need to rush so much; it would have
263181	+		ボディは失ったが、生きてさえすれば時間がかかるがボディは再生出来る。	been better to wipe out the humans first for sure... But I have reflected
263182	+		ピサロ様・・あれを・・　運んでいた魔物兵が叫ぶ	and gained experience; I won't make the same mistake again. I lost
263183	+		目の前をゆっくりとネプラカスが通っていく	my body, but as long as I live, I can regenerate it. It just takes time.
263184	+		じっと待たないといけないのだが、待っていたら人間どもに追いつかれてしまう	Pizarro-sama... that thing... The monster soldier who was carrying it
263185	+		えーい、あんなゆっくり動いているんだ、大丈夫だ、走り抜けろー	shouts. Neplacus slowly passes right in front. We must wait patiently,
263186	+		ぷちっ・・	but if we wait, the humans will catch up with us. Ugh, they're moving
263187	+		ランス達が追いついた時、その目の前でピサロは死んだ	so slowly, it'll be fine - run through! *Snap*... When Rance and the
263188	+		ネプラカスが立ち去るのを待って会話	others caught up, Pizarro died right before their eyes. They wait for
263189	+		奴は倒した、後はこの事を司令部に戻った報告し、魔軍に対して本格攻勢をかけて	Neplacus to leave and then talk. We've defeated him. Now, we report
263190	+		一気に勝負をつけましょう。	this back to headquarters and launch a full-scale offensive against
263191	+		帰ろう	the Monster Army. Let's settle this once and for all. Let's go back.
