# 34271	t２１１／３／反省会	

255868	?		\t夜、魔軍の司令部	Night, Monster Army headquarters. Lexington is harshly scolded by
255869	+		\tレキシントンはアトランタにこっぴどく怒られる、とういうか失望され見下される	Atlanta, or rather, looked down on in disappointment. "Shut up, next
255870	+		\tだまれ、次は必ず勝つ。下がっていろと逆ギレ	time I'll definitely win. Stay out of the way," she retorts angrily.

255871	?		\t地獄を脱走したはぐれ鬼達がレキシントンの元にやってくる。	Stray Oni who escaped from hell come to Lexington. They
255872	+		\t同じ鬼族、それも女型、モテモテです。	are of the same Oni tribe, and female type at that-very
255873	+		\t現れる鬼達は崇拝する感じて跪きます。	popular. The Oni who appear kneel in worship. Pampered by
255874	+		\t鬼にちやほやされる。うれしい。	Oni. Happy. Feels like a harem. That's right... I've never had
255875	+		\tハーレムみたい、そうだ・・セックスした事ないし、今だったらいいかも	sex before, and maybe now is the time. Thinking about the
255876	+		\t憧れのセックス・・とか思うが、鬼はちやほやするだけでやってくれない。	sex I've longed for... but the Oni just pamper me and don't
255877	+		\t彼らにとってレキシントンは崇拝の対象	go that far. For them, Lexington is an object of worship.
255878	+		\tよし、この強い者達にランスを始末させよう。	Alright, let's have these strong ones take care of Rance.
