# 33878	t２２０／２／魔物大将軍ルメイ	

253646	?		その頃という感じで	Meanwhile, in the meantime. Monster Army main camp, Great Monster
253647	+		魔物軍本陣、魔物大将軍ルメイ	General LeMay. First appearance, introducing LeMay. Tasked by Kayblis
253648	+		初登場、ルメイの紹介　	with subjugating the Helman front are... Fiend Kesselring and Fiend
253649	+		ケイブリスにより、ヘルマン方面征伐を任されたのは	Babolat, but commanding hundreds of thousands of monsters is... This
253650	+		魔人ケッセルリンクと魔人バボラだが、数十万の魔物を指揮するのは	Great Monster General LeMay. Personality, achievements in battles with
253651	+		この魔物大将軍ルメイ。性格、ホーネットとの戦いでの活躍とか・・	Hornet, etc... Humans are more tenacious than imagined, but well, in about
253652	+		想像していたより人間共はしぶといが、ま、2ヶ月もしたら完全勝利だな	two months it'll be a complete victory. Something like that... Anyway,
253653	+		とか・・とにかくルメイを見せる	show LeMay. Under direct command is LeMay's special incineration
253654	+		直轄の部隊にルメイ特別焼却師団が居る（兵数２万）	division (20,000 soldiers). This unit was established with the purpose
253655	+		これは人間の村を襲っては一人残らず焼き殺す事を目的として設立された部隊	of attacking human villages and burning everyone alive. Currently there
253656	+		まだ１部隊しかないがいずれは何部隊も用意して人間共を殺していく計画	is only one unit, but the plan is to prepare several units to kill humans.
