# 34537	t１５８／スタート	

257633	?		条件　リーザスを解放している状態、魔物大将軍も倒した	Condition: Leazas has been liberated and the Great Monster
257634	+		こちら、オマケシナリオみたいな物なので短めで作って下さい	General has been defeated. This is like a bonus scenario,
257635	+		　	
257636	+		リーザス城．	so please make it relatively short. Leazas Castle. Lia and
257637	+		魔軍はあらかた駆逐したものの時後処理に追われているリア、マリス	Maris are occupied with cleanup after largely exterminating the
257638	+		ダーリンどうしたの？　もうリーザスは安全よ、他の国を助けてあげてとか	Monster Army. Darling, what's wrong? Leazas is safe now; you
257639	+		がははは、それは任せておけ、今日は気分転換に残党狩りに来たのだ	should go help other countries or something. Hahaha, leave
257640	+		逃げ遅れた魔軍とかいるだろう、どこにいる	that to me. Today, I came for a change of pace to hunt down
257641	+		勝負がついている敵に追い打ちをかけるその姿勢、素敵。	stragglers. There must be Monster Army members who failed to
257642	+		　	
257643	+		　　１５９／スタートは　　ヘルマンの場合	escape; where are they? That attitude of pressing the defeated
257644	+		　　１６０／スタートは　　ゼスの場合	enemies is admirable. 159/ Starting point: In Helman's
257645	+		　　１６１／スタートは　　自由都市の場合です	case. 160/ Starting point: In Zeth's case. 161/ Starting
257646	+		　　　それぞれっぽい感じで	point: In the Free Cities case. Each styled appropriately.
