# 34274	t２１１／４／宮島に向かうランス	

255931	?		朝、ランス	Morning, Rance. Remembering last night, he's grinning
255932	+		昨晩の事を思い出してうひうひしていると	lecherously. He finds out Melfeis went out with Chaka.
255933	+		メルフェイスがチャカと出かけたのを知る。	Barres appears and says he was consulted by Chaka.
255934	+		バレスが現れ言う、チャカに相談を受けた。	Melfeis's power is necessary for us now, but I don't
255935	+		メルフェイスの力は今の我々には必要だ、だが、あの娘にあれ以上に	want that girl to suffer any more than she already has.
255936	+		辛い目に合わせたくないと、ランス殿にもご迷惑になるしな	I don't want her to endure hardship, and it would be
255937	+		だから、チャカはメルフェイスを連れて・・	troublesome for Rance-sama too. So, Chaka brought
255938	+		なにーーー、迷惑なんてとんでもない、大歓迎だ。	Melfeis along... What-? Trouble? Absolutely not,
255939	+		俺がずーーーっと抱いてやる、えーい、はやまりおって	you're more than welcome. I'll hold you forever-hey,
255940	+		離れ宮島だな。シィル、追いかけるぞ。	don't rush me. It's the detached Miyajima Island. Sill,
255941	+		地図、離れ宮島の位置を見せる	let's chase after it. The map shows the location of the
255942	+		よし移動開始だ	detached Miyajima Island. Alright, let's start moving.
