# 35085	t２４０／１／魔人レイとセシル１	

261158	?		その頃、魔人レイ	Meanwhile, the Fiend Lei It feels like showing that Satella's
261159	+		さきほどのサテラの説明が的確と分かる感じで見せる	earlier explanation was accurate. Fighting reluctantly, thinking
261160	+		作戦だからしかたないとめんどくさそうに戦っている	'It's part of the plan, so it can't be helped'. The delinquent
261161	+		不良、何か欲求不満でイライラしている	is irritated, somehow frustrated. He is fighting with five
261162	+		５千の魔物兵を連れて戦っている	thousand monster soldiers. Tired of the hassle of commanding,
261163	+		指揮がめんどくさくなったので自分が出る	he goes out himself. A monster soldier who voiced an opinion
261164	+		ちょっと意見を言った魔物兵は電撃で黒焦げ	was scorched to a black crisp by an electric shock. Arrogant
261165	+		傍若無人、あばれまくる、魔人なので圧倒的に強い	and rampaging wildly, as a Fiend, he is overwhelmingly strong.
261166	+		傭兵団のリーダー、セシルが立ちふさがる	The mercenary leader, Cecil, stands in his way. Oh, you
261167	+		おお、あんた強そうだな、俺と戦え、逃げるなよ。	look strong. Fight me and don't run away. Cecil orders his
261168	+		セシルは部下に撤退命令を出させ、自分がしんがりとして戦う	subordinates to retreat and fights as the rearguard himself.
