# 32488	５２２／ヘルマン被害２	
* Tolstoy Bato	トルストイ	Male
* Helman Soldier	汎用ヘルマン兵	Male
* Helman Knight	汎用ヘルマン騎士	Male
* Lilim	リリム	Female
* Alcarria	アルカリア	Female
* Sharon	シャロン	Female
* Kanayo	加奈代	Female
* Paleloa	パレロア	Female
* Barbara	バーバラ	Female
* Elsill	エルシール	Female

153523	-		――貧乏くじを引かされた。	――I drew the short straw.

153524	-		魔物側とヘルマン側を封鎖する巨大な要塞、	The huge fortress blocking the monster side and Helman side, Vice
153525	+		番裏の砦を守る第2軍副将、トルストイは思った。	Commander of the 2nd Army defending Banura Fortress, Tolstoy thought.

153526	-		魔物界からの侵攻による開戦初期、	At the beginning of the war with the invasion from the Monster Realm,
153527	+		2軍将軍であるボドゥが死亡した。	General Bodu of the 2nd Army died.

153528	-		敵の実数を見誤ったのが原因の痛手であった。	It was a painful blow caused by underestimating the enemy's true numbers.

153529	-		将を失い混乱に陥りかける2軍を立て直したのは、	The one who restored the 2nd Army on the verge of chaos after losing its general
153530	+		副将トルストイだった。	was Vice Commander Tolstoy.

153531	-		そして、今も尚、ここで2軍を率い	And even now, leading the 2nd Army here,
153532	+		長い戦いに明け暮れ続けている。	he continues to fight day after day in this long war.

153533	Tolstoy Bato	基本	「開戦から五ヶ月か……」	「Five months since the war started...」

153534	-		トルストイの人生の中で、	In Tolstoy's life,
153535	+		それは最も長い五ヶ月であった。	those were the longest five months.

153536	-		一日たりとて無駄に出来る日も、	Not a single day could be wasted,
153537	+		油断できる日もなかった。	nor a day to let his guard down.

153538	-		常に神経を張り巡らせ、頭を回し続け、	Always keeping his nerves taut, mind constantly working,
153539	+		臆することなく戦闘に出て傷を負い続け、	fearlessly entering battle and accumulating wounds,
153540	+		それでようやく得られた五ヶ月という日数である。	that was how he earned these five months.

153541	-		もしも、ただ一日でもおろそかにすれば、	If he had been negligent even for one day,
153542	+		番裏の砦は陥落し、瞬く間に	Banura Fortress would have fallen, and Helman
