# 31332	２４２／ピサロ達２	
* Pizarro	大将軍ピサロ	Male
* Green Monster Soldier	汎用魔物兵緑	Male
* Blue Monster Soldier	汎用魔物兵青	Male

67319	Pizarro	基本	「………………」	「............」

67320	Green Monster Soldier		「………………」	「............」

67321	-		…………	............

67322	-		……	...

67323	Pizarro		「………………ふう。行ったか……」	「............Phew. He's gone...」

67324	-		魔物大将軍ピサロは、物陰から姿を現わすと、	Great Monster General Pizarro emerged from the shadows,
67325	+		安堵の溜息をひとつついた。	and let out a sigh of relief.

67326	Pizarro		「悪魔ネプラカスか……上位悪魔は、	「Demon Neplacus... High-ranking demons
67327	+		　我々と言えどどうしようもない相手だな……」	　are opponents even we can't handle...」

67328	Green Monster Soldier		「は……そうですね。	「Yes... That's right.
67329	+		　魔物や人を超越した存在です……」	　An existence that transcends monsters and humans...」

67330	Pizarro		「上から何か、水が降ってきた時は	「When something like water fell from above,
67331	+		　冷や汗をかいたが……」	　I broke into a cold sweat...」

67332	Green Monster Soldier		「は……私は直撃でした。	「Yes... I got hit directly.
67333	+		　生暖かい液体が、ふたつ……	　Two streams of lukewarm liquid...
67334	+		　気配を殺し続けるのに苦労しました」	　It was hard to keep hiding my presence.」

67335	Pizarro		「……ところで、何の液体だ？	「...By the way, what kind of liquid was it?
67336	+		　なんか、くさいぞ貴様。近寄るな」	　It stinks. Don't come near me.」

67337	Green Monster Soldier		「そ、そんな！？」	「W-What!?」

67338	Pizarro		「おい、ゴールデンハニーの墓場はまだか？」	「Hey, how much further to the Golden Hanny graveyard?」

67339	Blue Monster Soldier		「はっ。斥候が戻ってきました。	「Yes. The scout has returned.
67340	+		　もう少し先のようです」	　It's a bit further ahead.」

67341	Pizarro		「よし、先を急ぐぞ。	「Good. Let's hurry.
67342	+		　あ、貴様はしんがりだ。しっかり気を配れ」	　You, take the rear. Stay alert.」

67343	Green Monster Soldier		「ぴ、ピサロ様ーー！！」	「P-Pizarro-sama---!!」

67344	-		魔軍はゴールデンハニーを求め、	The Monster Army sought the Golden Hanny
67345	+		更なる奥地へと進んでいった。	and advanced deeper into the area.
