# 33808	t２３２／１／戦況	

252973	?		地図：リーザス１／合戦３　を使って戦況説明	Use map: Leazas 1 / Battle 3 for war situation explanation. There are two types:
252974	+		均衡状態と滅亡近いピンチ状態の２種類があります。	balanced state and near-destruction crisis state. Since the situation changes
252975	+		状況が大きく変わるので条件確認して２種類テキストを入れて下さい	greatly, check the conditions and insert the two types of text. Explain using
252976	+		ナレーション、または、所々、キャラの台詞を入れるなどして説明して下さい。	narration, or by inserting character dialogue in places. It's more important that
252977	+		ランスに説明しているというより、ユーザーに分かればいいです	the user understands than explaining to Rance. Gandhi and others, Alex may
252978	+		　ガンジー達、アレックスは死んでいる場合があるので出す場合は条件付きで	be dead, so if including them do so conditionally. 確認("Zeth Pinch")==1 The
252979	+		　	　
252980	+		確認("ゼスピンチ")==1	Monster Army is overwhelmingly larger and there is a possibility of destruction.
252981	+		　魔軍の方が圧倒的に多く滅亡の可能性がある状態	Although Rance and party exterminated the Fiend who came to this area, the
252982	+		　ランス達がこの方面に来た魔人を殲滅してくれはしたが、魔物大将軍ツォトン率いる	army led by Great Monster General Zedong with S(T enemy military strength());
252983	+		　S(Ｔ敵軍兵力());万にも及ぶ大軍はゼス軍を徐々に追い詰めていた	tens of thousands is gradually cornering the Zeth army. Magic is doing her
252984	+		　マジックがんばっている	best. Chizuko, Anise. The only good news is that because the Monster Army is
252985	+		　千鶴子、アニス　魔軍が圧倒的に多いのでアニスによる自軍被害が減った事だけが吉報	overwhelmingly larger, damage to our own forces from Anise has decreased.
252986	+		　サイアス、ウスピラ、カバッハーンは　各戦線で戦っている	Saias, Uspira, Kabachahn are fighting on their respective fronts. Attacked from
252987	+		　両側から攻められ、戦線は長く伸びており防衛しないといけない地域が広く	both sides, the front lines are stretched long and there are many areas that
252988	+		　戦力的に少ないゼスは厳しい	need defending. Zeth, with limited military strength, is in a tough spot. The
252989	+		　ＪＡＰＡＮからの援軍、毛利軍は疲れ知らずで戦ってくれて頼りになるが	reinforcements from JAPAN, the Mouri Army, fight tirelessly and are reliable,
252990	+		　彼らも当初の１／３の数になっていた	but even they have been reduced to one third of their original numbers.

252991	?		　	　
252992	+		確認("ゼスピンチ")==0	確認("Zeth Pinch")==0 Militarily it is balanced, or rather they
252993	+		　戦力的には均衡している、どちらかという少し押している	are slightly pushing. Saias, Uspira, Kabachahn and others are
252994	+		　サイアス、ウスピラ、カバッハーンなどが前線で戦い活躍している様子	fighting actively on the front lines. They are repelling the
252995	+		　魔軍を撃退し徐々に減らしている	Monster Army and gradually reducing them. Magic, Chizuko:
252996	+		　マジック、千鶴子　　前線からの勝利報告です。やったわね。	「Victory report from the front lines. We did it.」 「But we
252997	+		　でも、まだまだ油断は出来ないわ	still can't let our guard down.」 Anise tries to go out saying
252998	+		　アニスが私も・・と出て行こうとするが、止めます。	「Me too...」 but is stopped. 「Right now we are pushing.
252999	+		　今は我々が押しています、戦場では魔軍より我が軍の方が多い地域もあります。	There are regions on the battlefield where our army
253000	+		　それが何か？	outnumbers the Monster Army.」 「So what?」 That's why
253001	+		　ですから、あなたは出せないのです	you cannot be sent out. I don't quite understand. Well then,
253002	+		　よくわかりません。じゃ、カレー作ってきます	I'll go make some curry. Thanks to you, Rance, defeating
253003	+		　ランスさんが魔人を倒してくれたおかげである程度、均衡は保てたとはいえ	the Fiend, we've been able to maintain some balance, at
253004	+		　決め手にかけますね。	least to a degree. But we're still lacking a decisive edge. I
253005	+		　ゼス全土をすぐ取り戻したい気持ちは分かりますが、慎重に戦いましょう。	understand the desire to reclaim all of Zeth immediately, but
253006	+		　いずれチャンスは来ます	let's fight carefully. The opportunity will come eventually.
