# 33813	t２３２／１／ツォトン	

253067	?		場面変わって・・・ゼスのどこかにある魔軍の司令部（場所はわからない	Scene change... The Monster Army's headquarters somewhere in Zeth (location
253068	+		ツォトンとその部下達の様子	unknown). Zedong and his subordinates' situation. They lost Medusa and Galtia,
253069	+		メディウサ、ガルティアを失ったが、魔物大将軍ツォトン率いる魔軍はまだまだ健在	but the Monster Army led by Great Monster General Zedong is still strong.
253070	+		これまでの戦いでゼス本土の５割は支配しており、少し時間はかかるがいずれは	So far in the battles, they have controlled half of the Zeth mainland; it will
253071	+		全土を支配出来るというつもりでいる	take some time but eventually... They intend to conquer the entire land. They
253072	+		偉そうな魔人がいなくなって逆にやりやすいとすら思っている	even think it's easier without the arrogant Fiends around. I want to manage
253073	+		　	
253074	+		私は私の思想で理想的に人間共を管理したいのだ	the humans ideally according to my own ideology. The plan is progressing as
253075	+		計画通り進めておるな、ポルよ。＜＝魔物将軍、イメージ＝ポルポト	intended, Pol. <= Monster General, image = Pol Pot Lord Kayblis commanded
253076	+		ケイブリス様は各方面の人類を８割減らし、２割を飼い慣らせと命じられた。	to reduce humanity in all areas by 80% and tame the remaining 20%.
253077	+		だが、それは無駄に恐れすぎだ、	However, that is an unnecessary over-fear, If so, there will be no workforce to
253078	+		それでは我々の為に働く労働力や、我々の娯楽となる者がいなくなる	serve us or those who entertain us. You can't just kill them indiscriminately.
253079	+		ただ単に殺せば良いというものでは無い	Rather than a temporary thinning out, it's important to manage them in a
253080	+		一時的な間引きより、時間がかかっても良いが何世代に渡っても管理しやすいようする事が大事だ	sustainable way over generations, even if it takes longer. I am confident that
253081	+		私は人間の数をあまり減らさずに理想的な支配を実現させる自信があるのだ	I can achieve ideal control without drastically reducing the human population.
