# 34276	t２１１／４／離れ宮島について	

255945	?		離れ宮島の説明	Explanation of the detached Miyajima Island. Sill,
255946	+		シィルか、クルックーか、ミラクルか・・	Crook, or Miracle...? Setting. Detached Miyajima
255947	+		設定	Island. The 'Path of Light' connects only one day
255948	+		\t離れ宮島	a month. Facilities related to the Level Gods are
255949	+		\t月に一日だけ"光の道"が繋がる	lined up here. - The Head Church of the Level
255950	+		\tレベル神に関する施設が並んでいる	God. - Level God Examination Venue. - Level
255951	+		\t・レベル神教会総本山	Shop. - Level God Preparatory School. - AL Sect
255952	+		\t・レベル神試験会場	Branch for Level-Up Prayers. - Souvenir Shop.
255953	+		\t・レベル屋	People aiming to become Level Gods gather here.
255954	+		\t・レベル神予備校	They take exams and train here. Also, since there
255955	+		\t・レベルアップ祈願のＡＬ教支部	are free Level Shops, people come from all over
255956	+		\t・おみやげ屋	the country. People also come here for tourism
255957	+		\tレベル神を目指す人達がここに集まります。	purposes. Rumor has it, There are high-priced
255958	+		\t試験を受けたり修行したり	votive plaques that temporarily raise level
255959	+		\tまた、無料のレベル屋もあるので全国から	caps, and black market Level Shops that level
255960	+		\t観光的な意味合いでも人が集まってきています。	up without experience points. *It's not necessary
255961	+		\t噂では	to explain every setting here; it can be divided
255962	+		\t一時的にレベル限界を上げる絵馬とかが高額で売られているとか	after arrival. I think Melfeis went there to get a
255963	+		\t経験値無しでレベルアップしてくれる闇レベル屋があるとか・・	level down instead. That curse requires her to be
255964	+		\t※ここで設定の全てを説明する必要は無い、到着後に分けてもいいです	embraced by a man higher level than herself once
255965	+		メルフェイスさんは、その逆でレベルダウンをしてもらう為にいったのと思います。	every two months. Melfeis has become so high
255966	+		あの呪いは２ヶ月に一度、自分よりレベルが高い男性に抱かれないといけない	level that there aren't many such partners. If her
255967	+		メルフェイスさんは高レベルになりすぎてその相手があまりおりませんが	level decreases, she should be able to choose
255968	+		レベルが低くなれば、比較的自由に選べるようになるかと	more freely. But-no, it would be best if only I am
255969	+		がーー、駄目だ、俺様以外は無理となっている方が望ましい。	acceptable. Melfeis would also be better off with
255970	+		メルフェイスさんも自分の好きな方との方が	someone she likes, Idiot, she must like me. Hey,
255971	+		あほか、俺の事を好きに違い無い。	that Chaka bastard, just because he was turned
255972	+		えーい、チャカの野郎、自分が服に替えられてセックス出来ないからといって	into clothes and can't have sex, he's jealous of
255973	+		俺様に嫉妬してそういういやがらせをしたのだな、ゆるさん。	me and did that kind of harassment-unforgivable.
