# 34108	t１４５／ランス砦での再出発	

254613	?		マンガン砦	Mangan Fortress. The Baora Mountains, located in the buffer zone on the
254614	+		リーザス、ヘルマンの国境、緩衝地帯にある、バオラ山脈	border between Leazas and Helman. The western side facing the Kinani
254615	+		キナニ砂漠に接した西側はほぼ通行不可能な険しい断崖絶壁になっていた	Desert is a nearly impassable steep cliff. A cave fortress hollowed out
254616	+		その絶壁をくりぬいて作られた洞窟砦	from that cliff. Setting: It was secretly built by the Leazas army several
254617	+		　設定、数年前にリーザス軍が極秘で建設していた	years ago. Once completed, it will be possible to station thousands of
254618	+		　完成時には数千の兵を常駐させる事が可能	soldiers permanently. However, at this stage, it is only 30% complete and
254619	+		　ただ、現段階は完成度３割の未完成	unfinished. Most people don't know about this; Arlcoatee had recently
254620	+		ほんどんの人がこの事を知らない、アールコートがバレスから最近聞いていた	heard about it from Barres. In this battle, it might be used if the situation
254621	+		この戦い、いざという事があれば使う事があるかもれない、その時は	becomes dire; at that time, they were told to use it regardless of Leazas'
254622	+		リーザスの機密とか関係無い使えと言われていたと	secrets or anything. Kanami hadn't been told either. Creme, this violates
254623	+		かなみも聞かされていなかった	the agreement; the Baora Mountains are a buffer zone where building
254624	+		クリーム、協定違反だわ、バオラ山脈は緩衝地帯で双方が新規に砦を作るのは禁止	new forts by either side is forbidden. And here it is-once completed,
254625	+		それをこんな所、これが完成しここら数千がヘルマンに奇襲攻撃をするつもりだったのね	several thousand were planning a surprise attack on Helman. Most people
254626	+		　ほとんどの人は知らないし、もし魔軍にばれてもここはそう簡単には攻められない	don't know, and even if the Monster Army finds out, this place can't be
254627	+		　この絶壁は登れないし、唯一の道は一列ずつでしか歩いてこれない	easily attacked. This sheer cliff is unclimbable, and the only path can be
254628	+		　物資はそれほど十分な訳では無いが、今の人数だと数ヶ月は大丈夫。	traversed only single file. Supplies aren't abundant, but with the current
254629	+		てな説明の話	numbers, they can last for several months. That was the explanation.
254630	+		　	
254631	+		ここを拠点に反撃を行う	We'll launch a counterattack from this base. Kouhime, Sill, Satella, and
254632	+		香姫、シィル、サテラ、かなみが会話の中心	Kanami are at the center of the conversation. Mangan Fort, huh... That's
254633	+		マンガン砦か・・面白くない名前だ、よし　ランス砦と命名しよう。	a boring name. Alright, let's name it Rance Fort. The Supreme Leader's
254634	+		　	
254635	+		総統司令部も砦内に場所を設けて作った。参謀チーム動くようになる	Headquarters was also set up inside the fort. The staff team began to
254636	+		千姫が子供達も無事に連れてきて、ここに保育所を作る	operate. Senhime safely brought the children and set up a nursery here.
