# 30709	２５５／その頃日立	
* Princess Hitachi	日立姫	Female
* Pigu Geliciam	ピグ	Female

27485	Princess Hitachi	「え…………？　今、なんて……」	「Eh............? What did you just......」

27486	Pigu Geliciam	「うーん。地底にゴリゴリどっか消えちゃった」	「Umm. He went grinding off somewhere underground.」

27487	Princess Hitachi	「そ、そんな馬鹿な！　東芝様が、そんなことを……	「T-that's ridiculous! Toshiba-sama wouldn't......
27488	+	　ち、地底って……なんででち！？」	　U-underground...... Why!?」

27489	Pigu Geliciam	「面白そうだからだって」	「Because it looked fun.」

27490	Princess Hitachi	「わ、わたちの、ことは……」	「W-what about me......」

27491	Pigu Geliciam	「知らなかったよ。誰？　って」	「He didn't know. Who? he said.」

27492	Princess Hitachi	「………………………………」	「................................」

27493	Pigu Geliciam	「諦めよう。人間、諦めも肝心。	「Give up. For humans, giving up is important too.
27494	+	　なるようになるさー」	　Things will work out somehow.」

27495	Princess Hitachi	「…………………………ふふ」	「........................Fufu」

27496	Pigu Geliciam	「おや？」	「Oh?」

27497	Princess Hitachi	「ふふ、うふふふふふふふふふ……！	「Fufu, ufufufufufufufufu......!
27498	+	　そう、そういう、事でちか…………！！」	　So that's what this is about......!!」

27499	-	不毛な、熱砂の地で。	In the barren, scorching sands.

27500	-	――――小さな悪鬼が、生まれようとしていた。	――――A tiny little demon was about to be born.
