# 35703	t５９０／魔王ランス	

265222	?		\tそして再び　ＡＤＶ画面に戻る	And then, it returns again to the ADV screen. Rance as
265223	+		\t　魔王になったランス。偉そうにしている	the Demon King. He is acting arrogantly. Satella respectfully obeys
265224	+		\t　サテラがうやうやしく従う	him. Someone reports-could be a scholar or a Monster General.
265225	+		\t　誰かが報告、学者でもいいし、何か魔物将軍でもいい	"We pledge our loyalty to Demon King Rance-sama." "Please
265226	+		\t　「魔王ランス様に我ら忠誠を誓います」	command me as you wish." "The war initiated by the rebel Kayblis
265227	+		\t　「なんなりとご命じ下さい	ended in victory for the humans... no, for Rance-sama when
265228	+		\t　「反逆者ケイブリスが起こした戦争は、人間共・・いえ、人間だった頃のランス様の勝利で終わりました。	he was still human." "However, now Rance-sama is the leader of
265229	+		\t　　しかし、今やランス様は我ら魔物の長」	us monsters." "A peace treaty with humans is meaningless; please
265230	+		\t　「人間共との終戦協定など意味無き事、いますぐ人間共に攻め込めとお命じ下さい。	command us to attack the humans immediately." "We will surely
265231	+		\t　　我ら、必ずや人間共を殲滅し魔王様の前に世界の全てを持ち帰ります」	annihilate the humans and bring the entire world before the Demon
265232	+		\t　　　魔物達は、魔王の誕生に興奮している、今度こそ人類を倒すと	King." The monsters are excited about the birth of the Demon
265233	+		\t　　　状況を説明する為に魔物達のヒソヒソ話も入れるのもいいかな	King, determined to defeat humanity this time for sure. It might be
265234	+		\t　　　　新魔王様、すごい、かっこいい	good to include the monsters whispering to explain the situation.
265235	+		\t　　　　ケイブリスなんかに付いているのは不快だったのだ	"The new Demon King is amazing, so cool." "It was unpleasant to
265236	+		\t　　　　ランス様は、人間の時から鬼畜で邪悪だったらしいぞ、はむかう物は殺す、女は犯す	be with someone like Kayblis." "Rance-sama was apparently brutal
265237	+		\t　　　　すばらしい、まさに我ら魔物のボスにふさわしい	and evil even when human: he kills those who resist and violates
265238	+		\t　　　　人間だった頃から、サテラ様を始めとする数名の魔人を従え、何体もの魔人も倒したとか	women." "Wonderful, truly befitting the boss of us monsters." "Even
265239	+		\t　　　　歴代最強だな、まさに魔王になるべくして現れた存在	as a human, he commanded several demonic beings including Lady
265240	+		\t　　　　この方と共に我らは魔物の黄金時代を歩むのだ	Satella and defeated many Fiends." "The strongest ever, a being
265241	+		\t　　　　おい、静かにしろ魔王様が何か語られるぞ	who appeared to become the Demon King." "Together with him, we
265242	+		\t　「これが魔王か、ふむ、悪く感じだ。	will walk through the golden age of monsters." "Hey, be quiet. The
265243	+		\t　　世界の頂点に立つ俺様にふさわしい力だ	Demon King is about to say something." "So this is the Demon King.
265244	+		\t　　よし、新魔王として魔物共に命じる。」	Hmm, doesn't feel bad." "A power befitting me, who stands at the
265245	+		\t　　　ざわざわ、ドキドキ　魔物達の期待の雰囲気	top of the world." "Alright, as the new Demon King, I command the
265246	+		\t　「人間魔物とわず、美女は全て俺の物だ。	monsters." Murmurs and heartbeats-a mood of anticipation among
265247	+		\t　　よって、てめぇらの略奪や戦争行為は一切は禁じる	the monsters. "Regardless of human or monster, all beautiful
265248	+		\t　　魔物界の奥地にでもひっこんでいろ	women belong to me." "Therefore, your plundering and acts of
265249	+		\t　　勝手な事をしてやつは、反逆者として俺が処刑する」	war are completely forbidden." "Go hide deep within the Monster
265250	+		\t　魔物達、がっかり	Realm." "Anyone who acts without permission, I will execute
265251	+		\t　ランス　がははは	as a traitor." The monsters are disappointed. Rance: Hahaha!
