# 31345	４４／自由都市自力解放１	
* Nunuhara Cabbage	ヌヌハラ	Female
* Copandon Dott	コパンドン	Female
* Shinoda Gengorou	篠田源五郎	Male
* Patricia Bacon	パトリシア	Female
* Papademas Shirusven	パパデマス	Male
* Pespo Tontone	ペスポ	Male
* Eleanor Ran	エレノア	Female
* Asakura Yoshikage	朝倉義景	Male
* Blue Monster Soldier	汎用魔物兵青	Male
* Green Monster Soldier	汎用魔物兵緑	Male
* Dokuganryuu Masamune	政宗	Male
* Kurobe	黒部	Male
* Orime	折女	Female

67992	-	――大陸の南東部、自由都市地帯。	――Southeast of the continent, the Free Cities region.

67993	-	魔人レイ、パイアール、そして数十万の魔軍によって	Trampled by Fiend Gods Lei, Pi-R, and hundreds of thousands of Monster Army soldiers,
67994	+	蹂躙され、その大半を支配されていたのも、今は昔。	most of it once dominated, but that is now in the past.

67995	-	自由都市連合軍の反撃により、南半分を奪還。	Through the counterattack of the Free Cities Alliance army, the southern half was recaptured.
67996	+	戦局は劣勢から均衡、そして優勢へと変わりつつあった。	The war situation had shifted from disadvantage to balance, and now toward superiority.

67997	Nunuhara Cabbage	「セシル隊長の本隊より入電。	「Message from Captain Cecil's main force.
67998	+	　ジオへの橋頭堡を確保したそうですわ」	　They have secured a bridgehead toward Geo.」

67999	Copandon Dott	「ぃよっしゃーーー！　いけるで！	「Yessss! We can do this!
68000	+	　これでもうひと息や！」	　Just one more push!」

68001	Shinoda Gengorou	「ん。よかったですねぇ」	「Yeah. That's a relief.」

68002	Patricia Bacon	「まあ、よかった！	「Oh, wonderful!
68003	+	　あの軍、アイスの義勇軍が入ってるの！	　That army has Ice's volunteer troops in it!
68004	+	　きっとすごく頑張ったんだわ！」	　They must have worked really hard!」

68005	Papademas Shirusven~	（ようし……これでジオ解放は時間の問題だな。	（Alright... With this, liberating Geo is just a matter of time.
68006	+	　そろそろ、戦後の立ち位置を有利にせねば……）	　Time to start securing a good position for after the war...）

68007	Pespo Tontone	「ひょう……そろそろ戦争も疲れてきたしなあ。	「Whew... The war's starting to wear me out too.
68008	+	　このまま、ぐーっといってもらいてぇモンだ」	　I hope it just rolls on through like this.」

68009	Eleanor Ran	「何と言っても、JAPANの援軍が効きましたね」	「Above all, JAPAN's reinforcements really made the difference.」

68010	Copandon Dott	「初めは腰抜かすか思うたけどな」	「I thought they'd wet themselves at first, though.」

68011	Asakura Yoshikage	「私も、驚いた……	「I was surprised too...
68012	+	　彼らがここまで来るとは思わなかったよ」	　I didn't think they would come this far.」

68013	Asakura Yoshikage	「だが……間違いなく、最高の援軍だ」	「But... there's no doubt they are the best reinforcements.」

68014	Blue Monster Soldier	「う、っ……うわあああああ！	「Ugh... Uwaaaaaah!
68015	+	　逃げ、逃げろおおおお！」	　Run, run awaaaaay!」

68016	-	算を乱して、魔物兵たちが我先にと逃げ出していた。	In total disarray, the monster soldiers fled desperately, each trying to escape first.

68017	Green Monster Soldier	「ばけものの群れだああああ！	「It's a horde of monsters aaaah!
68018	+	　ど、どう戦えばいいんだよおお！」	　H-how are we supposed to fight them!?」

68019	Dokuganryuu Masamune	「陣形、百鬼夜行！　者ども、俺に付いてこい！」	「Formation, Hundred Demons Night Parade! You lot, follow me!」

68020	-	逃げる魔軍に対し、	Against the fleeing Monster Army,
68021	+	その軍団がかさに掛かって叩いてゆく。	that army pressed down on them fiercely.

68022	-	魔軍はたちまち、その数を減らしながら	The Monster Army quickly lost numbers
68023	+	戦線を離脱する羽目になった。	and was forced to withdraw from the front lines.

68024	Dokuganryuu Masamune	「終わった、か」	「Is it over?」

68025	-	JAPAN軍妖怪部隊長、妖怪王伊達政宗は、	JAPAN Army Yokai Unit Captain, Youkai King Date Masamune,
68026	+	それを確認して刀を収めた。	confirmed it and sheathed his blade.

68027	Kurobe	「おう。やるじゃねえか、三代目」	「Yeah. Not bad, Third Generation.」

68028	Dokuganryuu Masamune	「いや、貴殿のおかげだ。――――黒部殿」	「No, it's thanks to you. ------ Kurobe-dono.」

68029	Kurobe	「殿は止しやがれ。	「Cut the 'dono' crap.
68030	+	　一度たぁいえ、俺に膝つかせた男がよ」	　Even if it's just once, you're the guy who made me kneel.」

68031	-	巨大な犬……に似た姿をもった、妖怪。	A yokai with the form of a giant dog-like creature.
68032	+	オロチの牙が変じたとされる初代妖怪王が、	The first Youkai King, said to be a transformed fang of Orochi,
68033	+	がらがらと笑う。	laughed with a rattling voice.

68034	Dokuganryuu Masamune	「妖怪王の先達……しかも、言ってみれば	「A predecessor of the Youkai King... In a way,
68035	+	　俺たちの親というか、祖先のようなものだろう。	　he's like our parent, or rather our ancestor.
68036	+	　呼び捨てる方がしっくりこない」	　Calling you without honorifics just doesn't feel right.」

68037	Dokuganryuu Masamune	「……それに、俺たちがこうして、	「...Besides, the fact that we can
68038	+	　隊伍を為してJAPANの外の土を踏めるのも、	　form ranks and step on soil outside JAPAN
68039	+	　黒部殿のもつオロチの妖力のおかげだろう」	　is probably thanks to the Orochi yokai power you possess, Kurobe-dono.」

68040	Kurobe	「へっ、そんなんでいいのかよ？	「Heh, is that enough for you?
68041	+	　ほれ、あっちでお前ぇんとこの嫁が見てるぜ。	　Look, your wife over there is watching.
68042	+	　不甲斐ないとか思われてんじゃねぇのか」	　She might think you're pathetic.」

68043	Dokuganryuu Masamune	「いや、あれは…………」	「No, that's...」

68044	Orime	「ジェラシー……なんだよねぇ〜」	「Jealousy... isn't it~」

68045	-	するりと現れた東方護天、折女が	Orime, the Eastern Guardian Deity who appeared smoothly,
68046	+	夫の政宗を抱きかかえた。	embraced her husband Masamune.

68047	Kurobe	「…………あぁ？」	「............Huh?」

68048	Orime	「初代さんが政さんと仲良いから」	「Because the first generation gets along so well with Masamune.」

68049	Kurobe	「俺ァ男だぞ」	「I'm a man, you know.」

68050	Orime	「んー、それはもちろん分かるんだけど	「Hmm, of course I know that,
68051	+	　それあんま関係ないというか……」	　but that doesn't really matter...」

68052	Dokuganryuu Masamune	「折女。今、抱えるのはよせ。	「Orime. Stop hugging me right now.
68053	+	　いくさだぞ」	　We're in the middle of battle.」

68054	Orime	「はいはーい」	「Yeees~」

68055	Kurobe	「なんか……おめぇはおめぇで大変だな」	「Man... You've got it rough in your own way.」

68056	Dokuganryuu Masamune	「楽しんでいるさ」	「I'm enjoying it.」

68057	Kurobe	「へっ……2000年ぶりに起きてみりゃあ、	「Heh... Wake up after 2000 years
68058	+	　まーたでかい戦争だ。	　and it's another huge war.
68059	+	　…………しかも、相手は魔軍と来た」	　............And the opponent is the Monster Army.」

68060	-	一段、黒部の声が低くなる。	Kurobe's voice dropped a tone.

68061	Dokuganryuu Masamune	「存分に、頼りにさせてもらう」	「I'll be relying on you fully.」

68062	Kurobe	「ああ……任しときな！	「Yeah... Leave it to me!
68063	+	　奴らの頭ァ、残らず叩き割るぜ！」	　I'll smash every last one of their heads!」

68064	-	初代妖怪王の戦意に呼応するように	Responding to the first Youkai King's fighting spirit,
68065	+	妖怪達は戦意高く、	the yokai raised their morale,
68066	+	政宗は部下に再編成の号令を飛ばし始めた。	and Masamune began issuing orders to reorganize his subordinates.
