# 34213	t２１０／４４／エロヤックとあてな	

255386	?		ハイパービル内	Inside the Hyperville. Refer to R8.
255387	+		　Ｒ８．　ビル／ＣＰＵ／あてなの話　参照	Building / CPU / Athena's story. Eroyack
255388	+		　	
255389	+		エロヤックとあてなの会話。ひさしぶりー	ALV and Athena conversation. Long time
255390	+		お友達です、でも、あれいらいですね。	no see. We're friends, but it's been since
255391	+		あてなも忙しかったのです	then, hasn't it? Athena has also been
255392	+		今日はゆっくりお話しましょうとか・・	busy. Like 'Let's have a long talk today'
255393	+		ランスが、あほか・・先を急ぐぞ。なんにら置いていくから	or something... Rance: Are you an idiot...
255394	+		好きにしろかいうと	we're in a hurry. I'm leaving you behind.
255395	+		あーん、まってー	When told to 'do as you like'... Aah, wait-
