# 33373	６０８／売春／女	
* Cafe Artful	カフェ	Female
* Reset Kalar	リセット２	Female
* Masou Shizuka	志津香２	Female
* Nagi su Ragarl	ナギ２	Female
* Zance Leazas	ザンス２	Male
* Nagata-kun	長田君２	Male
* Yamamoto Rangi	乱義２	Male
* El Mofus	エール２	Player's choice
* Sushinu the Gandhi	スシヌ２	Female
* Lelikov Helman	レリコフ２	Female
* Sex Slave	汎用穴奴隷	Female
* Tokugawa Tone	深根２	Female

232254	-	アームズは用があると言って退席すると、	Arms said she had business and left,
232255	+	あなた達を置いて行ってしまった。	leaving you all behind.

232256	Cafe Artful	「あなた達も利用する？」	「Are you going to use the services too?」

232257	Reset Kalar	「い、いえいえ……」	「N, no no...」

232258	Masou Shizuka	「結構です」	「We're good.」

232259	Nagi su Ragarl	「また今度ってことで」	「Maybe next time.」

232260	Cafe Artful	「はーい、それじゃあお茶でも淹れようか」	「Okay~, then let's brew some tea.」

232261	Nagi su Ragarl	「わーい、カフェさんの淹れてくれたお茶好きー」	「Yay, I love Cafe-san's tea~」

232262	Cafe Artful	「行きたい人は楽しんで来てね。	「Those who want to go, have fun.
232263	+	　サービスよくするように	　I already told them to give good service.」
232264	+	　ちゃんと伝えておいたから」	

232265	Zance Leazas	「がははは！　おい、行くぞ、陶器！」	「Gahahaha! Hey, let's go, Pottery!」

232266	Nagata-kun	「おうともよ！」	「You bet!」

232267	Nagata-kun	「じゃあ、＜エール＞！	「Then ＜エール＞!
232268	+	　大人の階段のぼってくるぜ！」	　We're climbing the stairs to adulthood!」

232269	Nagata-kun	「次会うときは……長田さんだぜ！」	「Next time we meet... I'll be Nagata-san!」

232270	Zance Leazas	「がーーっはっはっはっはっ！」	「Gah hah hah hah!」

232271	-	よく分からないことを言って、	Saying something incomprehensible,
232272	+	長田君達は行ってしまった。	Nagata-kun and the others left.

232273	Nagi su Ragarl	「本来なら止めるべきな気もするけど……」	「I feel like I should stop them but...」

232274	Masou Shizuka	「ま、王族なら少しくらいは	「Well, as royalty a little experience
232275	+	　経験あった方がいいでしょ。	　is probably good.
232276	+	　そういうのよく分からないけど」	　Though I don't really get it.」

