# 33032	６０１／ドッスワッス登場	
* Nagata-kun	長田君２	Male
* El Mofus	エール２	Player's choice
* Doss	ドッス２	Male
* Wass	ワッス２	Male

194913	-		　	　
194914	+		　　＜ぎゃあぎゃあ、ぎゃあぎゃあ＞	　　<Gyaa gyaa, gyaa gyaa>

194915	Nagata-kun	基本	「うわっ、なんだありゃ！？」	「Uwa, what is that!?」

194916	-		街道から少し外れた場所に、	A little off the highway,
194917	+		鳥が大量にいた。	there is a large flock of birds.

194918	El Mofus		「…………。」	「............」

194919	-		　	　
194920	+		　　＜ばさばさばさばさ！＞	　　<Basabasa basabasa!>

194921	Nagata-kun		「きゃあ！」	「Kyaa!」

194922	-		あなたが一歩近づくと、鳥が飛び立った。	When you take one step closer, the birds fly away.

194923	Nagata-kun		「ひーっ、マジびびったー。	「Hii~, that seriously scared me.
194924	+		　なんだったの、今の……」	　What was that just now...」

194925	Nagata-kun		「って、あっ……」	「Wait, ah...」

194926	-		鳥たちがいた場所には、	Where the birds were,
194927	+		岩に貼り付けにされた大男が二人いた。	two large men are stuck to a rock.

194928	Doss		「ぅ……」	「Ugh...」

194929	Wass		「……が……」	「...Ga...」

194930	-		二人とも今まで鳥に体中をついばまれいたのだろう、	Both of them have probably been pecked all over by birds,
194931	+		全身を血まみれにし、息も絶え絶えだった。	their bodies covered in blood and breathing faintly.

194932	Nagata-kun		「うえ……こりゃひどいな……」	「Ugh... this is awful...」

194933	Nagata-kun		「ああ……	「Yeah...
194934	+		　＜エール＞ちゃんコレ系初めて？」	　＜エール＞-chan, is this your first time seeing this kind of thing?」

194935	Nagata-kun		「鳥葬って奴よ」	「It's called sky burial.」

194936	Nagata-kun		「山賊達が裏切り者の仲間を	「It's a cruel execution method bandits use
194937	+		　始末するのに使う残酷な処刑法」	　to dispose of traitorous comrades.」

194938	Nagata-kun		「……見た目からしてガチ悪人っぽいし、	「...They look like real bad guys from their appearance,
194939	+		　関わり合いになるのもマジヤバ案件っしょ」	　getting involved with them is seriously dangerous.」

194940	Nagata-kun		「＜エール＞ちゃん、	「＜エール＞-chan,
194941	+		　可哀想だけどここはシカトで行こうぜ」	　sorry but let's ignore them and keep going.」

194942	-		長田君は一刻も早く離れたいらしく、	Nagata-kun, wanting to get away as soon as possible,
194943	+		大男達から数歩離れてあなたを促す。	takes a few steps away from the large men and urges you.

194944	Doss		「ぁ、ぅ……」	「A, ugh...」

194945	Wass		「……たす、け……て……」	「...He...lp...me...」

194946	El Mofus		「…………。」	「............」

194947	-		大男二人はあなたに助けを求めているようだ。	The two large men seem to be asking you for help.

194948	-		おそらくこのまま放置すれば	If left like this,
194949	+		死んでしまうだろう。	they will probably die.

194950	-		あなたはこの男達を助けても、	You can choose to help these men
194951	+		放置してもいい。	or leave them.
