# 32374	２２０／戦闘／バボラ戦２	
* Babolat	バボラ	Male
* Rance	ランス	Male
* Satella	サテラ	Female

145285	Babolat	「………………あぐぅ、いだいぃ〜……」	「............Agu, it huuurts...」

145286	Babolat	「…………あ、そだ、そだ……」	「............Ah, right, right...」

145287	Rance	「うおおおお！？」	「Uoooooh!?」

145288	-	バボラが皿を左右に揺することで、	Babolat shook the plate left and right,
145289	+	ランス達はバランスを崩し転ぶ。	causing Rance's group to lose balance and fall.

145290	Babolat	「…………お、おお、おっこち、ない？」	「............O, oo, not falling?」

145291	Babolat	「………………あぶ、うぐ、なんでぇ……？」	「............Dangerous, ugu, why...?」

145292	Rance	「まずいぞ、奴に気づかれたかも知れん！」	「This is bad, he might have noticed us!」

145293	Satella	「気づかれたって……なにに？」	「Noticed...? What?」

145294	Rance	「俺達は奴の持ってる皿に乗ってるんだぞ」	「We're riding on the plate he's holding.」

145295	Rance	「皿がもし引っ繰り返されたら……	「If he flips the plate...
145296	+	　俺達は……」	　we'll...」

145297	Rance	「えーい、気づく前にブッ殺せー！」	「Eii, kill him before he notices!」
