# 35713	t２７６／黒部／戦闘前	

265350	?		多数の妖怪がたむろしている。	A large number of youkai are loitering around. They glare
265351	+		政宗に喧嘩を売るようにメンチきってくる。	aggressively at Masamune as if looking for a fight. Omachi
265352	+		お町が本気で怒るが政宗が止める・・	gets seriously angry, but Masamune stops her... Murmuring
265353	+		ざわざわ	sound The youkai parted and a path opened, then Kurobe
265354	+		妖怪達が割れて道が出来ると、黒部が現れた。	appeared. What is this? Youkai King. I have no intention
265355	+		　なにようだ。妖怪王。	of becoming the Youkai King. I am not the one gathering
265356	+		　私は妖怪王になるつもりはない	the youkai around here. If you want to take them, then take
265357	+		　このあたりの妖怪は私が集めているわけではない	them as you please. (Adjust lines and tone to match Kurobe's
265358	+		　引き取りたければ勝手に引き取っていくがよい	character setting) A moment of conversation between Kurobe
265359	+		　（台詞、雰囲気は　黒部のキャラ設定に合わせて調整して）	and Masamune, with Rance joining in halfway through. So
265360	+		しばし、黒部と政宗の会話、途中からランスが入る。	you're the youkai sulking because you miss your master?
265361	+		飼い主恋しくて拗ねている妖怪は貴様か、よーし、俺様が飼い主になってやろう	Alright, I'll become your master. Hmm, it's a pity you're not
265362	+		うーん、女妖怪では無いのが残念だが、今は戦力になるならよしだ。	a female youkai, but if you'll be useful in battle for now,
265363	+		生意気な人間、お前が今の人間のトップか・・うーん、いまいちぽいが・・	that's fine. The arrogant human, are you the current leader
265364	+		＞戦闘	of humans? Hmm, you're not quite like it though... >Battle
