# 33746	t２３１／１／ガンジーの死	

252456	?		正午、ランス達は小さな町についていた	At noon, Rance and party arrive at a small town. Some
252457	+		ゼス軍も少しおり、ランス達のサポートをしてくれている	Zeth soldiers are present and supporting Rance and party. The
252458	+		なんかゼス軍が騒がしい、そわそわしている	Zeth army seems noisy and restless. When asked, they learn...
252459	+		何かと聞くと・・正午、放送局を占領したメディウサにより魔法ビジョンで放送がある	At noon, Medusa who occupied the broadcast station will have
252460	+		いつも誰かが惨殺されるシーンばかりで・・	a magic vision broadcast. It's always scenes of someone being
252461	+		みなければいいのに・・＞わかっていても見てましう、知り合いが捕まってないかとか気になる	brutally murdered... They shouldn't watch, but... > Even knowing
252462	+		よし、見ようとランスは決める。	better, they watch. They are worried if acquaintances have
252463	+		ゼスの者と一緒に見る・・放送が始まった	been captured. 「Alright, let's watch.」 Rance decides. They
252464	+		　衝撃、ガンジー、ウィチタ、カオルが殺されていた	watch together with Zeth people... The broadcast begins. Shock.
252465	+		　てへ、国王ガンジー捕まえたの、３日ほどかけて連続放送でみんなに見せて	Gandhi, Wichita, and Kaoru have been killed. 「Teehee, I caught
252466	+		　あげよと思ったけど、あまりにも生意気だからついもう殺しちゃった。	King Gandhi. I was going to broadcast it continuously over
252467	+		　明日のターゲットはＸＸＸＸ（毛利きくが当てはまる感じ）	three days for everyone to see, but he was so arrogant I ended
252468	+		ゼス兵はみんなショック、ランスも怒る	up killing him already.」 「Tomorrow's target is XXXX (suitable
252469	+		誰かが心配する、これ・・マジックさんが・・	for Mouri Kiku).」 All Zeth soldiers are shocked. Rance is also
252470	+		　	　
252471	+		その頃、ゼス王宮	angry. Someone worries, 「This... What about Magic...」 Around
252472	+		マジックの悲鳴・・・どの程度、あわてさせるかは任せる	that time, at Zeth Royal Palace Magic's scream... Decide how
252473	+		エロピチャあたりがフォロー役	much to make her panic. Eropicha or similar acts as support.
252474	+		千鶴子は泣きわめきはしないが真っ白になっているかな（王大好きさんだし）	Chizuko doesn't wail but turns pale (since she loves the king).
