# 34460	t００／部隊編成／初めての２００枚	

257102	?		背景：天井／民家　　（場所が特定出来ないので・・・）	Background: Ceiling / House (location unclear...) Sill
257103	+		シィルがランスに報告する	reports to Rance The Fiend Extermination Squad has
257104	+		魔人討伐隊も沢山の仲間が増えました。	gained many comrades. There are a lot of unnecessary
257105	+		いらんやつもいっぱいいるがな。	people too. ...That's not true, the more there
257106	+		・・・・そんな事ないですよ、多い方が総合力がアップして強いです。	are, the higher the overall strength becomes. So, the
257107	+		で、部隊の行動がしやすいように参謀本部が荷駄隊を手配してくれした。	staff headquarters arranged a transport unit to make
257108	+		一般兵士わらわら	the squad's operations easier. Common soldiers
257109	+		・・また増えたじゃないか	thronging ...They've increased again, haven't they?
257110	+		えっと、リーダーの効果倍率もアップしていますよ。	Um, the leader's effect multiplier has also increased.
257111	+		よかったら、後で荷駄隊を見ておいて下さい	If you like, please check on the transport unit later.
