# 30950	２３０／４／３匹の使徒／戦闘前	
* Rance	ランス	Male
* Sill Plain	シィル	Female
* Chaos	カオス	Male
* Kentou Kanami	かなみ	Female
* Caloria Cricket	カロリア	Female
* Crook Mofus	クルックー	Female
* Miracle Tor	ミラクル	Female
* Launea	ラウネア	?
* Thalgo	タルゴ	?

41791	-	薄暗い中の、行軍が続く。	The march continued in the dimness.

41792	Rance	「ええい……まったく、先が見えん……」	「Geez... Can't see ahead at all...」

41793	Sill Plain	「あっ……」	「Ah...」

41794	Rance	「ちっ、明かりが……おいシィル」	「Tch, the light... Hey Sill.」

41795	Sill Plain	「は、はいっ」	「Y-yes!」

41796	-	シィルが点けた明かりが、再び周囲を照らす。	The light Sill lit illuminated the surroundings again.

41797	Rance	「くっそ、何にもないぞ、ここ！	「Damn it, there's nothing here!
41798	+	　えーい、こうしてくれる」	　Fine, I'll do this.」

41799	-	不意にランスは足を止め、カオスを引き抜いた。	Rance suddenly stopped and drew Chaos.

41800	Chaos	「お、なに？」	「Oh, what?」

41801	Rance	「どぉりゃあああああーーーーー！！	「Oraaaaaah!!!
41802	+	　ラーーーンスアッターーーーーーック！！」	　Raaaaance Attaaaaack!!!」

41803	-	ランスは突然、足下に必殺技を叩き込んだ。	Rance suddenly slammed a special move into the ground.

41804	Sill Plain	「ラ、ランス様！？」	「R-Rance-sama!?」

41805	Rance	「ここがあの野郎と繋がってる世界というなら、	「If this world is connected to that bastard,
41806	+	　ぶっ壊せばいいだろう」	　then smashing it should work.」

41807	Sill Plain	「え、それは…………どうなんでしょう」	「Eh, I wonder if that will...」

41808	Rance	「いいから手伝え！　壁でも床でもぶっ壊せ！」	「Just help! Smash the walls or floor!」

41809	Sill Plain	「は、はい、それじゃ……ファイヤーレーザーー！」	「Y-yes, then... Fire Laserrr!」

41810	Kentou Kanami	「ああもう……効くのかしら、これ……	「Aah geez... I wonder if this will work...
41811	+	　ええい、火丼の術！」	　Fine, Fire Bowl Technique!」

41812	Caloria Cricket	「じゃ、かろも……火の子ーー」	「Then Caloria too... Fire Childー」

41813	Rance	「がはははは、さっきから歩きっぱなしで	「Gahahahaha, I've been walking nonstop
41814	+	　イライラしてたのだ！　ほーら壊れろ！」	　and it was pissing me off! Break already!」

41815	Chaos	「あ、それが本音なのね」	「Ah, so that's how you really feel.」

41816	Crook Mofus	「………………」	「............」

41817	Miracle Tor	「………………」	「............」

41818	-	周囲で爆音が轟く中、	Amid the roaring explosions around them,
41819	+	ミラクルは涼しい顔で本のページをめくっていた。	Miracle calmly flipped through the pages of a book.

41820	-	…………	............

41821	-	……	......

41822	Kentou Kanami	「はぁふぅ、ランス……そ、そろそろ……」	「Haa fuu, Rance... It's about time...」

41823	Caloria Cricket	『カロリアちゃーん！	『Caloria-chan!
41824	+	　何か来てるわ！　感アリよ！』	　Something's coming! I sense it!』

41825	Caloria Cricket	「えっ、ランス！　何か来るって！」	「Eh, Rance! Something's coming!」

41826	Rance	「おっ、何か釣れたか！」	「Oh, we got a bite!」

41827	Miracle Tor	「む」	「Mu.」

41828	-	魔法の光を周囲に漂わせていたミラクルを、	A sickle-like trajectory attacked Miracle
41829	+	暗がりから鎌のような軌跡が襲う。	from the darkness while she floated magic light.

41830	Launea	「………………！」	「............!」

41831	Caloria Cricket	「……！　この子、さっきのムシ……！」	「...! This is the bug from earlier...!」

41832	-	とっさに庇ったカロリアと一瞬だけ視線を合わせ、	It met eyes for a moment with Caloria who shielded her,
41833	+	襲撃者は再び闇の中に消えた。	then vanished back into the darkness.

41834	Kentou Kanami	「上、他にも何かいる……！	「Above, there's more...!
41835	+	　ええと、鳥……！？」	　Um, birds...!?」

41836	Thalgo	「シャアアアァァァァ……！」	「Shaaaaaaa...!」

41837	-	さらに、僅かな凹凸を手がかり、足がかりに、	Using slight bumps as handholds and footholds,
41838	+	身軽な動きでもう一体、接近してくる。	another one approached with agile movements.

41839	Sill Plain	「わ、わわ……！」	「W-wah...!」

41840	Chaos	「うっは、使徒の匂い！　三ついるでよ！」	「Uha, I smell Apostles! There are three!」

41841	Rance	「全部使徒か！　よーし、叩き斬る！」	「All Apostles! Alright, let's cut them down!」

41842	Miracle Tor	「どれも暗視は備えているか。	「They all seem to have dark vision.
41843	+	　明度を上げるぞ」	　I'll increase the brightness.」

41844	-	光が周囲を強く照らすと同時に、	As the light brightly illuminated the area,
41845	+	三体の使徒が襲いかかってきた。	the three Apostles attacked.
