# 30946	２３０／４／腹の中１	
* Rance	ランス	Male
* Sill Plain	シィル	Female
* Kentou Kanami	かなみ	Female
* Miracle Tor	ミラクル	Female
* Oda Kouhime	香姫	Female
* Caloria Cricket	カロリア	Female

41583	-		…………	............

41584	-		……	......

41585	Rance	驚き	「ん……お、おお……？	「Nn... O-oh...?
41586	+		　なんだここは…………？」	　Where the hell are we...?」

41587	-		ランスが目覚めると、周囲は真っ暗だった。	When Rance woke up, everything was pitch black.
41588	+		自分の手さえ見えない。	He couldn't even see his own hand.

41589	Sill Plain	慌て	「あっ……ランス様！　ランス様ですか！？」	「Ah... Rance-sama! Is that you, Rance-sama!?」

41590	Rance	真剣	「むっ、シィル……か？　どこだ」	「Mu, Sill...? Where are you?」

41591	Sill Plain	考え中	「え、ええと、ここです！」	「Um, over here!」

41592	Rance	怒り	「ここで分かるか、バカもの！」	「How can I tell from 'here', idiot!」

41593	Sill Plain	慌て	「きゃぁっ！」	「Kyaa!」

41594	Rance	笑顔	「お、これか。よしよし」	「Oh, here. There there.」

41595	-		ランスは手探りで、柔らかい所に手を這わした。	Rance groped around and slid his hand onto something soft.

41596	Sill Plain	恥	「あっ、や、ランス様っ……	「Ah, no, Rance-sama...
41597	+		　手、だめです、手、ぇっ……！」	　Your hand, not there...!」

41598	Kentou Kanami	混乱	「い、いたた……っ、ぅ……頭打ったぁ……」	「O-ow... I hit my head...」

41599	Rance	基本	「お、かなみか」	「Oh, it's Kanami.」

41600	Kentou Kanami	混乱	「わ、わた、私たちどうなっちゃったの？	「W-what happened to us?
41601	+		　もしかして、あいつに食べられて……っ……！」	　Did he eat us...!?」

41602	Miracle Tor	基本	「そうではない。落ち着け、見当かなみ。	「Not quite. Calm down, Kanami.
41603	+		　…………ここは、異界だ」	　............This is another world.」

41604	-		冷静な声が、慌てるかなみを遮った。	The calm voice cut through Kanami's panic.

41605	Kentou Kanami	ジト目	「異界…………」	「Another world............」

41606	Miracle Tor	目閉じ	「つまり……我々のいた世界とは違う世界だ。	「In other words... A world different from ours.
41607	+		　……さすが魔人だな。自分の腹に異界のゲートなど	　...As expected of a Fiend. To have a gate to
41608	+		　作っていようとはな」	　another world in his stomach of all places.」

41609	Rance	エロ顔	「ミラクルもいるのか。	「Miracle's here too.
41610	+		　どれどれ、この辺か……	　Let's see, around here...
41611	+		　ぐふふ、手探り手探り……」	　Hehehe, groping around...」

41612	-		ミラクルが魔法の光で周囲を照らした。	Miracle illuminated the surroundings with magic light.

41613	Rance		「お、見える見える」	「Oh, I can see now.」

41614	Miracle Tor	ライドオン／目閉じ	「というわけで退くがいい」	「So step back.」

41615	Rance	驚き	「おぐっ」	「Ogh.」

41616	-		ミラクルの死霊騎士が、ランスを引きはがした。	Miracle's undead knight pulled Rance away.

41617	Rance	だる顔	「ててて……で、結局全員いるのか？	「Oww... So everyone's here?
41618	+		　香ちゃん、カロリアー？」	　Kou? Caloria?」

41619	Oda Kouhime	武装／焦り	「は、はい兄様。ここにいます……」	「Y-yes, brother. I'm here...」

41620	Caloria Cricket	驚き	「うん。かろも…………あっ！」	「Yeah. Caloria too... Ah!」

41621	Rance	真剣	「ん？　どうした。ゴキブリでも踏んだか」	「Hm? What's wrong? Step on a cockroach?」

41622	Caloria Cricket	叫び	「ランス、何か来るよ！」	「Rance, something's coming!」

41623	Rance	真剣	「敵か？　よし、構えろ！」	「Enemies? Alright, get ready!」

41624	-		薄暗い明かりの中、	In the dim light,
41625	+		何かがランス達に襲いかかってきた。	something attacked Rance and the others.
