# 33116	６１１／決戦前夜	
* El Mofus	エール２	Player's choice

204342	-		部屋でわいわいと盛り上がり、	The room was lively and bustling,
204343	+		気づけば深夜と言って	before they knew it, it was
204344	+		差し支えない時刻になっていた。	late enough to call it midnight.

204345	-		あなたのいる部屋もすっかり静かになった。	The room you were in had become completely quiet.

204346	-		夜の早い者は既に布団の中で就寝しており、	Those who go to bed early were already asleep in their futons,
204347	+		起きている者も皆思い思いの過ごし方をしている。	while those still awake were spending time as they liked.

204348	-		あなたはなんとなく外の空気が吸いたくなり、	You felt like getting some fresh air,
204349	+		こっそりと部屋を抜け出した。	and quietly slipped out of the room.

204350	-		ロビーには宿の者含めて、誰もいなかった。	There was no one in the lobby, not even staff.

204351	-		とても静かな夜だった。	It was a very quiet night.

204352	El Mofus	基本	「…………。」	「............」

204353	-		あなたは溜め息を吐き出す。	You let out a sigh.

204354	-		少しはしゃぎすぎた気がする。	You felt like you got a bit too excited.
204355	+		明日に疲れを残さないようにしなければ。	You shouldn't leave fatigue for tomorrow.

204356	-		あなたはロビーにあるソファーに腰を下ろす。	You sat down on the sofa in the lobby.
204357	+		非常に柔らかな椅子に体を受け止められると、	As your body sank into the very soft chair,
204358	+		自然と溜め息が吐き出された。	a natural sigh escaped.

204359	El Mofus		「…………。」	「............」

204360	-		明日は決戦。	Tomorrow is the decisive battle.
204361	+		それも世界の命運を決める戦いである。	A battle that will decide the fate of the world.

204362	-		どこか気持ちが昂ぶっているのだろうか。	Your heart was probably racing somewhere.
204363	+		なんとなく今夜は眠れる気がしなかった。	Somehow you didn't feel like you could sleep tonight.

204364	-		気分が落ち着くまで	Until your feelings calmed down,
204365	+		ここでこうしているのも悪くない。	staying here like this wasn't bad.
204366	+		なんとなくそんな風に思った。	You thought so vaguely.

204367	-		と、その時――	And at that moment――

204368	-		　	　
204369	+		　　＜ペタペタ、ペタペタ＞	　　＜Peta peta, peta peta＞

204370	-		ペタペタとしたスリッパで歩く音が聞こえる。	The sound of slippers walking could be heard.

204371	-		誰か来たのだろうか？	Had someone come?

204372	-		…………	............

204373	-		……	......
