# 32999	ミックス２／友情イベントＤ	
* Mix Tou	ミックス２	Female
* Sushinu the Gandhi	スシヌ２	Female
* Nagi su Ragarl	ナギ２	Female

192532	Mix Tou	基本	「……ん？　なんか用？」	「...Hm? Need something?」

192533	Sushinu the Gandhi	外套杖なし	「あ、＜エール＞ちゃん」	「Ah, ＜エール＞-chan.」

192534	-		キャンプ地に備え付けられたテーブルで	At the table set up in the camp,
192535	+		ミックスとスシヌが勉強していた。	Mix and Sushinu were studying.

192536	Mix Tou	我関せず	「あたしは勉強してないわよ？	「I'm not studying.
192537	+		　人の勉強見てるだけ」	　Just watching someone else's.」

192538	Sushinu the Gandhi	外套杖なし	「うん、私が困ってたらね、	「Yeah, when I was stuck,
192539	+		　ミックスちゃんが分かりやすく教えてくれてね」	　Mix-chan explained it really clearly.」

192540	Sushinu the Gandhi	外套杖なし／笑顔	「えへへ、ミックスちゃん、本当にありがとうね」	「Ehehe, thank you so much Mix-chan.」

192541	Mix Tou	基本	「別に。	「It's nothing.
192542	+		　普通の教科くらいなら教えられるだけ。	　I can only teach normal subjects.
192543	+		　魔法は分からないしね」	　I don't understand magic.」

192544	-		手に持っていた分厚く巨大な本に	While looking down at the thick huge book
192545	+		視線を落としながら	in her hands,
192546	+		ミックスは事も無げにそう言った。	Mix said it casually.

192547	Mix Tou		「――って、待ちなさい。	――Wait a second.
192548	+		　ちゃん付けすんな」	　Don't call me Mix-chan.」

192549	Mix Tou		「で、あんたはいつまでいるつもり？	「So, how long are you planning to stay?
192550	+		　邪魔になるから、向こうに行ってなさい」	　You're in the way, go over there.」

192551	Mix Tou		「…………」	「............」

192552	Mix Tou		「＜エール＞、待った。	「＜エール＞, wait.
192553	+		　ちょっとこっちに来て」	　Come here a sec.」

192554	-		ミックスの小さな手があなたの瞼を開かせた。	Mix's small hand pried open your eyelid.

192555	Mix Tou		「舌、出して」	「Stick out your tongue.」

192556	Mix Tou		「…………風邪気味ね」	「............You're coming down with a cold.」

192557	-		言われてみると、あなたは喉の辺りが	Now that she mentioned it, your throat
192558	+		イガイガとしているような気がしてきた。	did feel a bit scratchy.

192559	Mix Tou		「とりあえずこの薬飲んでおきなさい。	「Take this medicine for now.
192560	+		　それで今日は早めに寝ること。	　And go to bed early today.
192561	+		　ちゃんと温かくしてね」	　Stay warm.」

192562	Mix Tou		「冒険なんて基本的に体力を	「Adventuring basically drains your stamina
192563	+		　馬鹿みたいに使うんだから、	　like crazy,
192564	+		　体調管理は気をつけなさい」	　so take care of your health.」

192565	Mix Tou		「……あ？　あに見てんの？」	「...Hm? What are you looking at?」

192566	Nagi su Ragarl	帽子なし	「ん〜？」	「N~?」

192567	-		いつからいたのか、ナギがニヤニヤしていた。	Nagi was grinning, who knows since when.

192568	Nagi su Ragarl	帽子なし／反省	「相変わらず、ミックスは面倒見がいいねぇ」	「As always, Mix is great at taking care of others.」

192569	Mix Tou	基本	「はっ、あに言ってるんだか」	「Hah, what are you saying.」

192570	Mix Tou	呆れ	「どいつもこいつも、	「Everyone around here
192571	+		　危なっかしくて見てられないだけよ」	　is so reckless I can't just watch.」

192572	Mix Tou		「特にここの連中は、ね」	「Especially this group.」

192573	Nagi su Ragarl	帽子なし／笑顔	「んもう、ミックスは良い子だね〜。	「Jeez, Mix is such a good girl~.
192574	+		　んちゅ〜」	　Mchu~」

192575	Mix Tou	怒り	「だあ、やめなさいよ！」	「Daa, stop it!」

192576	Mix Tou	基本	「それとスシヌ、そこ、間違ってる」	「Also Sushinu, that's wrong there.」

192577	Sushinu the Gandhi	外套杖なし	「えっ、あわわ！？」	「Eh, awawa!?」

192578	-		ミックスはとても面倒見の良い子だった。	Mix was a very caring girl.
