# 31686	ロレックス／キャライベントＣ	
* Rolex Gadras	ロレックス	Male
* Tilde Sharp	チルディ	Female
* Oruore the 3rd	オルオレ	Male

96819	-	戦争が始まる前――	Before the war began――

96820	Rolex Gadras	「よっ、ほっ……	「Yah, hah...
96821	+	　どした、どしたァ？　そんなもんか？」	　That all you got? That all?」

96822	Tilde Sharp	「くっ、やぁーーーーーっ！」	「Kuh, yaaah!」

96823	-	ロレックスとチルディが剣を交わしあう。	Rolex and Tilde crossed swords.
96824	+	両者の間で金属同士の擦過音と火花が散っていた。	Sparks and the screech of metal rang between them.

96825	Rolex Gadras	「…………」	「............」

96826	Tilde Sharp	「――隙アリっ！」	「--Opening!」

96827	Rolex Gadras	「どりゃあ！！」	「Doryaa!!」

96828	-	隙を見たと剣が大振りになったチルディに対し、	Against Tilde who swung widely seeing an opening,
96829	+	ロレックスはここぞ、というタイミングで	Rolex swung his wide Helman sword
96830	+	幅広のヘルマンソードを振り上げる。	at the perfect moment.

96831	Tilde Sharp	「えっ！？	「Eh!?
96832	+	　きゃあああああ！」	　Kyaaaa!」

96833	-	それを真正面から剣で受け止めた	Tilde blocked it head-on with her sword,
96834	+	チルディの軽い体が宙を舞う。	and her light body flew into the air.

96835	Rolex Gadras	「ほいっ、これで締めだ」	「There, that's the end.」

96836	Tilde Sharp	「あ、ぐっ……！」	「A, guh...!」

96837	-	喉元に突きつけられた日本刀の切っ先を見、	Seeing the tip of the Japanese sword at her throat,
96838	+	チルディは全身から力を抜いた。	Tilde relaxed her whole body.

96839	Tilde Sharp	「…………参りましたわ」	「............I concede.」

96840	Rolex Gadras	「よーっし、これで俺の指導、	「Alright, that's the end of my training.
96841	+	　全行程終わりだ。よくついてきたな」	　You kept up well.」

96842	Tilde Sharp	「はい、今までありがとうございました」	「Yes, thank you for everything.」

96843	Rolex Gadras	「ん？　もう上がっていいぞ」	「Hm? You can go now.」

96844	Tilde Sharp	「あ、いえ、今の動き、	「Ah, no, I want to practice
96845	+	　忘れない内に反復しておこうかと」	　that move while I still remember it.」

96846	Rolex Gadras	「へっ、そうかい」	「Heh, I see.」

96847	Oruore the 3rd	「はぁーっ、よく続くもんっすねー。	「Haa, you sure can keep going.
96848	+	　見ているだけで疲れちゃいそ」	　I'm getting tired just watching.」

96849	Rolex Gadras	「馬ー鹿、腐っても俺の弟子だ。	「Idiot, even rotten she's my disciple.
96850	+	　お前とは根性がちがわぁ」	　Her guts are different from yours.」

96851	Oruore the 3rd	「あ、言うことにトゲあるっすねー」	「Ah, your words have thorns.」

96852	Rolex Gadras	「おい、チビ助。	「Hey, shorty.
96853	+	　明日にゃリーザスに帰るんだろう。	　You're going back to Leazas tomorrow.
96854	+	　後は荷造りでもしてていいぜ」	　You can go pack now.」

96855	Tilde Sharp	「師匠、ですからチビと呼ばないで、と……」	「Master, I told you not to call me shorty...」

96856	Tilde Sharp	「……いえ、なんでもありませんわ」	「...No, never mind.」

96857	Rolex Gadras	「はははははは、	「Hahahahaha,
96858	+	　俺に勝てたら呼び方改めるって約束だったが、	　We had a deal that if you beat me I'd change how I call you,
96859	+	　結局無理だったなぁ」	　but you couldn't do it in the end.」

96860	Tilde Sharp	「くっ……！」	「Kuh...!」

96861	Oruore the 3rd	「しかし、リーザスに帰るなんて勿体ないなぁ。	「But going back to Leazas is such a waste.
96862	+	　このままヘルマン軍人になっちまえばいいのに」	　You should just become a Helman soldier.」

96863	Tilde Sharp	「せっかくのお誘いですが……」	「It's a generous offer but...」

96864	Rolex Gadras	「ま、そりゃそうなるわなぁ」	「Yeah, that's how it is.」

96865	Oruore the 3rd	「うちはガサツな男ばかりだから、	「Our place is full of crude men,
96866	+	　お嬢ちゃんみたいなのが一人いるだけで、	　so just having a young lady like you around
96867	+	　ちっとは皆もシャンとしてたのになぁ」	　made everyone a bit more proper.」

96868	Tilde Sharp	「…………」	「............」

96869	Tilde Sharp	「……あれで？」	「...With that?」

96870	Tilde Sharp	「それにしても、はあ……	「Still, haa...
96871	+	　結局、最後まで勝てませんでしたわね……」	　In the end I couldn't win...」

96872	Rolex Gadras	「ばーか、俺に勝とうなんざ百年は早ぇ」	「Idiot, trying to beat me is a hundred years too early.」

96873	Rolex Gadras	「成長したらいつでもヘルマンにきな。	「Once you grow, come to Helman anytime.
96874	+	　また相手してやっからよ」	　I'll spar with you again.」

96875	Tilde Sharp	「ええ、それはもう」	「Yes, of course.」

96876	Tilde Sharp	「って、あら師匠、どちらへ？」	「Wait, Master, where are you going?」

96877	Rolex Gadras	「デート」	「A date.」

96878	Tilde Sharp	「へ、デート？	「Eh, a date?
96879	+	　初耳ですわね、そんなお相手がいたなんて」	　That's news to me, you had such a partner.」

96880	Tilde Sharp	「あっ……」	「Ah...」

96881	Rolex Gadras	「へっ、んじゃな」	「Heh, see ya.」

96882	-	…………	............

96883	-	……	...

96884	-	帝都の裏手には、	Behind the imperial capital,
96885	+	帝国墓地と名付けられた墓所がある。	there is a cemetery called the Imperial Graveyard.

96886	-	ヘルマンの国民のほとんどが埋葬される、	Almost all Helman citizens are buried there,
96887	+	国民全てにとっての墓地である。	a graveyard for the entire nation.

96888	-	ヘルマン革命の折、	During the Helman Revolution,
96889	+	とある事情により破壊されたここも、	this place was destroyed for certain reasons,
96890	+	第5軍の復興によりすっかり元通りになっていた。	but has been fully restored by the 5th Army.

96891	Rolex Gadras	「…………」	「............」

96892	-	そこに、ロレックスは一人で来ていた。	Rolex had come there alone.

96893	-	綺麗に形成させた墓石をジッと見つめる。	He stared quietly at the neatly shaped gravestone.
96894	+	その表情は、優しい。	His expression was gentle.

96895	Rolex Gadras	「悪かったな、リル」	「Sorry, Lil.」

96896	Rolex Gadras	「ドタバタしちまって来るのが遅れたわ」	「Things got hectic and I came late.」

96897	Rolex Gadras	「…………」	「............」

96898	Rolex Gadras	「どうだ、リル。	「How about it, Lil.
96899	+	　アホみたいに平和になったぜ」	　It's become ridiculously peaceful.」

96900	Rolex Gadras	「とは言っても、	「That said,
96901	+	　俺も暇にならねぇくらいには、	　I'm still busy enough not to get bored,
96902	+	　まだまだゴタついてるし――」	　there's still plenty of mess――」

96903	-	自嘲気味に笑い、頭をガシガシと掻く。	He laughed self-mockingly and scratched his head roughly.

96904	Rolex Gadras	「それに知ってんだ。	「Besides, I know.
96905	+	　平和なんてなぁ長続きしないもんさ」	　Peace never lasts long.」

96906	Rolex Gadras	「なに、心配すんな。	「Don't worry.
96907	+	　馬鹿なこと考える馬鹿野郎には、	　For idiots who think stupid thoughts,
96908	+	　俺みたいな奴がいる」	　there are guys like me.」

96909	Rolex Gadras	「俺がこの国を守る。	「I'll protect this country.
96910	+	　土足で踏み入るクソ野郎には、	　Any bastard who steps in with dirty feet,
96911	+	　俺のキツーいお仕置きくれてやらあ」	　will get my harsh punishment.」

96912	Rolex Gadras	「それに……	「Besides...
96913	+	　今は背中預けられそうな奴も増えたしな」	　there are more people I can trust my back to now.」

96914	Rolex Gadras	「…………」	「............」

96915	Rolex Gadras	「約束はまだ守ってる。	「I'm still keeping my promise.
96916	+	　そして、ずっと守る気だ」	　And I intend to keep it forever.」

96917	Rolex Gadras	「へへ、ちっとは安心してっか？」	「Hehe, feeling a bit relieved?」

96918	Rolex Gadras	「…………」	「............」

96919	Rolex Gadras	「じゃあな、また来るぜ」	「See ya, I'll come again.」

96920	-	ロレックスの顔はとても晴れ晴れとしていた。	Rolex's face looked very refreshed.
