# 31648	乳久里／キャライベントＣ	
* Rance	ランス	Male
* Chikuri	乳久里	Female

93850	Rance	基本	「うーむ、深夜だと誰もいないなあ。	「Hmm, no one's around at midnight.
93851	+		　夜更かしも飽きたし部屋に引き上げるかな」	　I'm tired of staying up late, maybe I'll head back to my room.」

93852	-		ランスはなんとなく深夜の城内を散歩していた。	Rance was casually strolling through the castle at night.

93853	?		「〜〜〜〜」	「〜〜〜〜」

93854	Rance	だる顔	「おや？　どこかから声が……」	「Oh? A voice from somewhere...」

93855	Rance	エロ顔	「誰だ誰だ？　俺を呼ぶ美女は」	「Who is it? The beauty calling me.」

93856	Chikuri	ウィンク	「お、来たね。	「Oh, you came.
93857	+		　兄さん」	　Big brother.」

93858	Rance	基本	「俺を呼んでいたのは乳久里ちゃんか。	「So it was Chikuri-chan calling me.
93859	+		　こんなとこで何してるんだ？	　What are you doing here?
93860	+		　一人酒？」	　Drinking alone?」

93861	-		乳久里の座るベンチには、	On the bench where Chikuri sat,
93862	+		おちょこととっくりが添えてあった。	there was a sake cup and bottle.

93863	Chikuri	ウィンク	「今は戦争中でどこもかしこも慌ただしいもの。	「It's wartime so everywhere is hectic.
93864	+		　飲める内に飲まないと」	　Gotta drink while I can.」

93865	Chikuri		「しかし、ちらりと見えたから呼んでみたけど、	「I caught a glimpse of you so I called out,
93866	+		　本当に来るとは思わなかったよ」	　but I didn't think you'd actually come.」

93867	Chikuri		「さあさあ、そんなとこに突っ立ってないで、	「Come on, don't just stand there,
93868	+		　こっちに来て座りなよぉ。	　come sit over here.
93869	+		　ここに来たからには一杯付き合ってもらうよ」	　Since you're here, have a drink with me.」

93870	Rance	基本	「うむ、よかろう」	「Yeah, sure.」

93871	Rance	だる顔	「うへ、からから、辛口だなこの酒は」	「Uhe, this sake is dry and strong.」

93872	Chikuri	基本	「あたしはこれくらいが好きなんだけどね、	「I like it this strong,
93873	+		　兄さんは甘い方が良かったかい？」	　but do you prefer sweet, big brother?」

93874	Rance		「うむ、甘口の方が好きだ。	「Yeah, I prefer sweet.
93875	+		　ちびちび飲も」	　I'll sip it slowly.」

93876	-		ちゅーっと唇を突き出して	Puckering his lips,
93877	+		ゆっくりおちょこを傾けるランスを見て、	Rance slowly tilted the cup as
93878	+		乳久里は唇を緩めながら自分もおちょこを傾けた。	Chikuri smiled softly and tilted her own cup.

93879	Chikuri		「んっ……ふう……	「Nnh... Fuu...
93880	+		　ふふふ」	　Fufufu」

93881	Rance		「おっ？」	「Oh?」

93882	-		隣に座る乳久里が、	Chikuri sitting next to him
93883	+		ランスの腕を取り身を寄せた。	took his arm and leaned against him.

93884	Chikuri		「いやかい？」	「Don't like it?」

93885	Rance		「やわらか〜くて、いい匂いがして、	「So soft~ and smells so good,
93886	+		　むふふって感じでグッドだ。	　Mufufu, it's great.
93887	+		　乳久里ちゃんはエッチで結構」	　Chikuri-chan is quite lewd.」

93888	Chikuri		「ふふふ、助平の兄さんに言われるなんて、	「Fufufu, being called lewd by a perverted big brother,
93889	+		　あたしも大概なんだねぇ」	　I must be quite something too.」

93890	Chikuri		「はあ、兄さんの体、あったかいねぇ。	「Haa, your body is so warm, big brother.
93891	+		　少し風が出て来たから丁度いいや」	　The wind picked up, so it's perfect.」

93892	Rance		「そういや……	「By the way...
93893	+		　乳久里ちゃんはどうして、	　Why do you sleep with
93894	+		　そんなに色んな男と寝るんだ？」	　so many different men, Chikuri-chan?」

93895	Chikuri		「男と一夜を共にするのが好き……	「I like spending the night with men...
93896	+		　じゃ、駄目なのかい？」	　Is that bad?」

93897	Rance		「別に駄目じゃない」	「It's not bad.

93898	Rance		「ただ、乳久里ちゃんはなんというか……	　But somehow, Chikuri-chan...
93899	+		　セックスが好きとは少し違う気がする」	　doesn't seem like you just love sex.」

93900	Chikuri		「そうさねぇ……	「Well...
93901	+		　ま、確かに最近のそれは慈善事業だねぇ」	　Yeah, lately it's more like charity.」

93902	Chikuri		「うーん、なんと言ったもんか……」	「Hmm, how should I put it...」

93903	-		更におちょこを傾ける。	She tilted her cup again.
93904	+		乳久里の瞳は酒に酔い、	Chikuri's eyes were drunk with sake,
93905	+		とろんと目尻が下がっていた。	her eyelids drooping seductively.

93906	Chikuri		「男と一夜を共にするのが好きなのは本当さ」	「It's true that I like spending the night with men.」

93907	Chikuri		「でも、確かに兄さんみたいに性行為が	「But it's not exactly that I love the act of sex
93908	+		　好きってわけじゃないんだろうねぇ」	　like you, big brother.」

93909	Chikuri		「…………」	「............」

93910	Chikuri		「ちょいと、昔の話になるんだけどねぇ？」	「It's a bit of an old story, okay?」

93911	-		乳久里がそっと視線を空に投げ、	Chikuri softly cast her gaze to the sky,
