# 31834	レイラ／裸	
* Rance	ランス	Male
* Leila Grecni	レイラ	Female

105210	Rance	エロ顔	「さーて、今日は誰が来るかなー？」	「Now then, who will come today~?」

105211	-		ランスが脱衣所の着替えを	Rance was peeking as usual
105212	+		いつものように覗いていた。	at the changing in the bathhouse.

105213	Leila Grecni	基本	「ふう、温泉、温泉♪　ふふ……♪」	「Fuu, hot spring, hot spring♪ Fufu...♪」

105214	Rance		「おお、レイラさんか。	「Oh, it's Leila-san.
105215	+		　これはラッキー♪」	　What great luck♪」

105216	Rance		「ぐへへへ、久しぶりにレイラさんの	「Hehehe, it's been a while since I got to fully enjoy
105217	+		　裸体をしっかりと堪能しよう……」	　Leila-san's naked body...」

105218	-		レイラはランスの視線に気づくことなく、	Unaware of Rance's gaze,
105219	+		服を脱ぎ、肌を晒していく。	Leila took off her clothes, revealing her smooth skin.

105220	Rance		「おおっ！」	「Ooh!」

105221	Rance		「うーむ、さすがレイラさん。	「Mmm, as expected of Leila-san.
105222	+		　魅惑のナイスバディだ……」	　Such a seductive, perfect body...」

105223	Leila Grecni	髪解き全裸	「〜〜♪」	「~~♪」

105224	Rance	基本	「お、おお……	「O-Ohh...
105225	+		　動く度に乳がぷるぷると……	　Every time she moves, her breasts jiggle and bounce...
105226	+		　げへへ、たまらんな」	　Hehehe, I can't hold back.」

105227	Rance		「……ん？」	「...Hm?」

105228	Leila Grecni	髪解き全裸／真剣	「…………」	「............」

105229	Rance	基本	「ひっ！？　こっちを見てる！？」	「Hii!? She's looking this way!?」

105230	Rance		「ああ、いやいや……知らんぷりすれば……」	「Ah, no no... If I just pretend I wasn't here...」

105231	Leila Grecni	髪解き全裸／真剣	「ランス君、出てきなさい」	「Rance-kun, come out.」

105232	Rance	基本	「あ、うむ……」	「Ah, yes...」

105233	Rance	怒り	「あだだだだだだーーー！？」	「Owowowowowow---!?」

105234	Rance		「こらー！　俺は総統閣下だぞー！」	「Hey! I'm the Supreme Leader!」

105235	-		ランスは腕を後ろ手にされて	Rance had his arms twisted behind his back
105236	+		ぐいーっと上に引っ張られていた。	and was being yanked upward.

105237	Leila Grecni	髪解き全裸／真剣	「総統閣下なら、	「If you are the Supreme Leader,
105238	+		　それに相応しい行動をお願いします」	　then please act accordingly.」

105239	Rance	基本	「むむむ、いいではないか。	「Mmm, what's wrong with it?
105240	+		　今はレイラさんも俺の部下なんだし……」	　You're my subordinate now too, Leila-san...」

105241	Leila Grecni	髪解き全裸／真剣	「……ランス君、まさか」	「...Rance-kun, don't tell me」

105242	Rance	基本	「へ？」	「Eh?」

105243	Leila Grecni	髪解き全裸／真剣	「親衛隊の子達には手を出してないわよね？」	「You haven't laid your hands on the girls of the Royal Guard, right?」

105244	Rance	真剣	「…………」	「............」

105245	Leila Grecni	基本	「…………」	「............」

105246	Rance	怒り	「痛い痛い痛い痛い！	「It hurts it hurts it hurts!
105247	+		　まだ出してない、まだ出してない！」	　I haven't touched them yet, not yet!」

105248	Leila Grecni	髪解き全裸／真剣	「まだぁ！？」	「You still haven't!?」

105249	Rance	基本	「あだだだだだだだ！」	「Owowowowow!」

105250	Leila Grecni	髪解き全裸／真剣	「いい、あの子達は私が親御さんから	「Listen, those girls are ones I took in from their parents.
105251	+		　預かっている子達なの。	　If you ever truly do anything to them...」
105252	+		　もし、本当に何かしたら……」	

105253	Rance	真剣	「分かった分かった。	「I got it, I got it.
105254	+		　手を出さない」	　I won't touch them.」

105255	Rance~	だる顔	（……多分）	（...Probably.）

105256	Rance	基本	「あ、じゃあ手を出さない代わりに、	「Ah, then instead of touching them,
