# 35141	t２４０／５／少し時間がある	

261742	?		Ｍランド、夕食後とか・・	M Land, after dinner or so...
261743	+		ランス、志津香、ナギあたりと会話	Conversation with Rance, Shizuka,
261744	+		これからどうするの、しばらくまだ自由都市に居る？	and Nagi. What are you going to do
261745	+		魔人レイは傷を負わせたがまだ止めは刺していないからな	now? Will you stay in the Free Cities
261746	+		しかし、なかなか出てこないな・・うーん	for a while? Fiend Lei was wounded
261747	+		と言いながら立つランス	but not finished off yet. But he's
261748	+		あっ、シィルちゃんの所に行くんだ、エッチだなぁ	not coming out easily... hmm. Rance
261749	+		それともマリアの所かしら？	stands up saying that. Ah, you're
261750	+		とか何か言われる	going to Sill's place? How naughty.
261751	+		ふん、ガキと違って大人は仕事で忙しいのだ	Or maybe Maria's place? Someone
261752	+		今夜は・・	says something like that. Hmph,
261753	+		＞選択	unlike kids, adults are busy with work.
261754	+		＞　敵の情報を精査する	Tonight... > Choice > Examine enemy
261755	+		＞　味方の情報を精査する	information > Examine ally information
