# 34986	t６０９／３回戦アームズ／戦闘前	

259874	?		コロシアム	Coliseum. The announcement echoes,
259875	+		アナウンスが響く、エールとアームズの紹介	introducing El and Arms. Arms appears in full armor. Since
259876	+		アームズはフル装備で現れます。	saying it aloud sounds lame, maybe internal thoughts
259877	+		　	
259878	+		口に出したからかっこ悪いので心の声でもいいかな	are better. When Arms first met El, he saw her as a weak
259879	+		　アームズは始めてエールとあった時、弱っちぃ無謀な子供とみていた	and reckless child. He thought he had to help her because
259880	+		　自分が手伝ってやらねばいけない、まだまだひよっこだと	she was still a beginner. But when they met again in such
259881	+		　それが、この短期間で再び会った時、ありえないほど強くなっていた	a short time, she had become unbelievably strong. He had
259882	+		　日光を使えるようになるのに自分は死ぬほど努力したが、それをなんなく為し得たりもした	worked himself to death to be able to use Nikkou, yet she
259883	+		　これが最強と呼ばれたあの男の血なのか、	achieved it effortlessly. Is this the blood of the man called
259884	+		　正直・・自分の中の何かが納得いかない、いや、嫉妬している、悔しいと思っている	the strongest? Honestly... something inside him isn't
259885	+		　これだけ努力して努力して	satisfied, no, he's jealous and feels bitter. He's worked
259886	+		　いや、短期間であるが彼らもすごい試練を越えてきたのであろう、それは分かる。	so hard and hard. No, although it was a short time, they
259887	+		　だが、やっぱり納得出来ない。	surely overcame great trials-that much he understands.
259888	+		　私は、彼らの１０倍は冒険を続けた来た、まだ負ける訳にはいかない	But still, he cannot accept it. I have continued
259889	+		　彼らに大人の強さを見せつけなくてはいけない	adventuring ten times longer than them; I cannot lose
259890	+		＞戦闘	yet. I must show them the strength of an adult. > Battle.
