# 35464	t１１５／魔王とミラクル	

264060	?		ランス城	Rance Castle. Miki, Miracle, Kentarou, Pigu. Demon King Miki
264061	+		美樹、ミラクル、健太郎、ピグ	started living in Rance Castle and was given a private room. Kentarou
264062	+		魔王美樹はランス城に住むようになった、専用の部屋が与えられている	was not given a room in Rance Castle and was told to live outside, but
264063	+		健太郎はランスに部屋がもらえず、城の外に住めと言われたが、美樹が寂しがるので	since Miki felt lonely, He spends his time sitting by Miki's room door. It
264064	+		美樹の部屋のドアの前で座って過ごしている。夜は寝ずの番している感じ	feels like he's staying up to keep watch at night. Miki says, 'Let's sleep
264065	+		美樹が部屋で一緒に寝ようよと、ベットに一緒にはなんだけど、せめてソファとか・・	together in the room,' although not in the same bed, at least on the sofa
264066	+		駄目だよ、王様が結婚してない男女が夜同じ部屋で寝るなど不謹慎な事をしたら天罰が下ると	or something... No good, the king says it's sacrilegious for unmarried men
264067	+		言うし・・その、ほら、今もメイドさんが監視している。	and women to sleep in the same room at night, or divine punishment will
264068	+		　	
264069	+		ミラクルが魔王に強い関心を持つ	descend. He says so... and, well, you see, even now the maid is watching.
264070	+		いずれは帝王として世界を支配する	Miracle takes a strong interest in the Demon King. Eventually, she
264071	+		人類帝国の障害になる物を排除するのが帝王の勤めだ。	will rule the world as an emperor. It is the emperor's duty to eliminate
264072	+		魔王か・・覚醒しておらねば普通の女の子だな	anything that stands in the way of the Human Empire. A Demon King,
264073	+		しかし、一度覚醒すると世界を滅ぼす邪悪な魔王となるか	huh... if not awakened, just an ordinary girl. However, once awakened,
264074	+		ヒラミレモンを食べる事で防いでいるんだな、なるほど、在庫は十分なようだな	she could become an evil Demon King who destroys the world. She's
264075	+		異界から来たのか、私は異界ゲートを開く事が出来るぞ。だが異界は無数にあり	preventing it by eating Hira-mi lemons, I see, and it seems the supply
264076	+		目的の異界に行くのはほとんど不可能だ。	is sufficient. Did you come from another world? I can open gates to other
264077	+		ちなみにお主達の世界はどんなのだ	worlds. But there are countless other worlds. It's nearly impossible to
264078	+		美樹と健太郎が説明　　文明がここより発達していて、車とか飛行機があるの、魔法じゃ無くて	go to the specific other world you want. By the way, what kind of world
264079	+		電気の力でいろいろな物が動いて、あっ・・魔法とか全然ないし、モンスターも居ない	is yours? Miki and Kentarou explain: The civilization is more advanced
264080	+		まさか・・　もしや、ミラクルがノートを持ち出して調べながら言う	than here, with cars and airplanes, not magic. Various things move by
264081	+		　阪神　　新幹線　　神戸　　伊丹空港　　自衛隊	electricity, oh... there's no magic at all, and no monsters either. No way...
264082	+		こういう単語を知っているか	Could it be? Miracle says while taking out a notebook and looking things
264083	+		えっ、どうしてそれを、大阪、大阪、日本だよ　ミラクルさん	up. Hanshin, Shinkansen, Kobe, Itami Airport, Self-Defense Forces. Do
264084	+		いや、なんでもない、知らぬぞ。	you know these words? Eh, how do you know that? Osaka, Osaka, Japan,
264085	+		帰りたがっている美樹	Miracle-san. No, it's nothing, I don't know. Miki wants to go back. (Could
264086	+		（まさか、魔王が来たのは　あの恐ろしいスチールホラーなのか・・・）	it be that the Demon King came because of that terrifying Steel Horror...)
