# 30640	バーナード／キャライベントＢ	
* Bernard Seramite	バーナード	Male
* Boy	汎用少年	Male

20259	Bernard Seramite	「…………っ、お、おおぉぉッ……！」	「...O-Oooohh...!」

20260	-	運命とは残酷だ――――そう、誰かが言った。	Fate is cruel一so someone said.

20261	-	だが、俺に言わせれば、違う。	But if you ask me, that's not it.
20262	+	人が生きるという事が、残酷……無惨の、裏返しだ。	The act of living itself is the flip side of cruelty... of tragedy.

20263	-	出会いは別れを生み、愛は憎しみを育む。	Meetings create partings, and love nurtures hatred.

20264	-	生きて、己の人生を完遂する――――	To live and complete one's own life一
20265	+	その行いは実際、荒れ野に花を咲かせるに等しい。	that act is, in fact, like making a flower bloom in a wasteland.

20266	-	こんなはずじゃあなかった。	It wasn't supposed to be like this.

20267	-	いつだって俺たちは、	We always lose love while lamenting so,
20268	+	そう嘆きながら愛を失い、足掻き、苦しむ。	struggling and suffering.

20269	-	そしてそれでも、また歩き出してしまう。	And yet, we start walking again.
20270	+	失ったものに、いつか別れを告げて。	Someday bidding farewell to what we've lost.

20271	-	もし、この俺に、ささやかな長所があるのなら。	If I have any small merit,
20272	+	少しばかり諦めが悪い所だろう。	it would be my slight inability to give up.

20273	-	欲が張っているのか、学習しないのか。	Whether it's greed or a failure to learn.
20274	+	いつまで経っても、ガキということかもしれない。	It might mean I'm just a kid no matter how much time passes.

20275	-	次はきっと、上手くやれる。	Next time, I can surely do it better.
20276	+	次はきっと、この手に掴める。	Next time, I can surely grasp it.

20277	-	次は、きっと――――	Next time, surely一

20278	-	だから俺は――――もう一度。	That's why I'll一once more.

20279	Bernard Seramite	「すみません。バニラ、ダブルでもうひとつ」	「Excuse me. One more double vanilla.」

20280	Boy	「わ、あのおじちゃん……	「Wow, that uncle...
20281	+	　アイス落としちゃってる……」	dropped his ice cream...」
